time,X,Y,Z
8.197301152,-2.166102648,-7.343572617,-5.094319344
8.199774746,-2.118246317,-7.348358154,-5.075176716
8.202248287,-2.079961061,-7.353144169,-5.146961689
8.204721881,-2.089532375,-7.396214962,-5.142175674
8.207195475,-2.089532375,-7.391428947,-5.146961689
8.209669069,-2.103889227,-7.41535759,-5.151747227
8.21214261,-2.084746838,-7.491927624,-5.218746185
8.214616204,-2.079961061,-7.563712597,-5.199603558
8.217089798,-2.123031855,-7.625925541,-5.204389095
8.219563392,-2.118246317,-7.726424217,-5.218746185
8.222036933,-2.151745796,-7.826922894,-5.252245903
8.224510527,-2.204387903,-7.884350777,-5.271388054
8.226984121,-2.233101845,-7.965706348,-5.304887772
8.229457715,-2.300100803,-8.051848412,-5.290530682
8.231931256,-2.300100803,-8.128418922,-5.295316696
8.23440485,-2.300100803,-8.20498848,-5.285745144
8.236878444,-2.38624239,-8.271987915,-5.233103275
8.239352037,-2.395813704,-8.305487633,-5.213960648
8.241825579,-2.462812662,-8.31027317,-5.204389095
8.244299173,-2.525026083,-8.330014229,-5.18046093
8.246772819,-2.57766819,-8.271987915,-5.151747227
8.249246412,-2.644667149,-8.271987915,-5.079962254
8.251719954,-2.659024239,-8.161917686,-5.084748268
8.254193548,-2.749951363,-8.109275818,-5.099104881
8.256667142,-2.807379246,-8.080561638,-5.008177757
8.259140735,-2.812164783,-7.960920811,-4.955535889
8.261614329,-2.807379246,-7.855636597,-4.984249592
8.264087871,-2.826521635,-7.731209755,-4.955535889
8.266561412,-2.80259347,-7.601997375,-4.926223755
8.269035006,-2.821736097,-7.458428383,-4.897509575
8.271508548,-2.759522676,-7.372286797,-4.907081127
8.273982142,-2.749951363,-7.223333359,-4.916652203
8.276455735,-2.735594511,-7.118049145,-4.940580368
8.278929329,-2.659024239,-7.046264648,-5.008177757
8.281402871,-2.620738983,-6.979265213,-5.056034088
8.283876465,-2.553740025,-6.945765972,-5.127819061
8.28635011,-2.496312141,-6.878767014,-5.223531723
8.288823704,-2.448455811,-6.883552551,-5.309673309
8.291297246,-2.343171597,-6.883552551,-5.38624382
8.29377084,-2.276172638,-6.869195461,-5.438885689
8.296244433,-2.185245275,-6.917052269,-5.553741455
8.298718027,-2.118246317,-6.926623344,-5.635097504
8.301191621,-2.06560421,-6.9649086,-5.678168297
8.303665162,-2.012962103,-6.988836765,-5.711667538
8.306138756,-1.955534339,-7.094120979,-5.716453075
8.30861235,-1.898106575,-7.108478069,-5.726024628
8.311085892,-1.811366796,-7.213762283,-5.740381718
8.313559485,-1.777867198,-7.300501823,-5.69252491
8.316033079,-1.763510346,-7.334001541,-5.625525951
8.318506673,-1.734796405,-7.381857872,-5.601597786
8.320980267,-1.749153376,-7.601997375,-5.649454117
8.323453808,-1.629512191,-7.697710514,-5.735595703
8.325927402,-1.548156261,-7.860422611,-5.682953835
8.328400996,-1.500299811,-8.027919769,-5.702096462
8.330874537,-1.433300734,-8.238488197,-5.673382282
8.333348131,-1.347159147,-8.401798248,-5.649454117
8.335821725,-1.34237349,-8.487939835,-5.711667538
8.338295319,-1.323230863,-8.621937752,-5.649454117
8.34076886,-1.208375454,-8.775078773,-5.620740414
8.343242454,-1.155733347,-8.870791435,-5.563312531
8.345715996,-1.117448211,-8.995218277,-5.458028316
8.34818959,-1.112662554,-9.071788788,-5.40060091
8.350663131,-1.131805062,-9.134002686,-5.347958565
8.353136725,-1.174875975,-9.148359299,-5.314459324
8.355610319,-1.174875975,-9.153144836,-5.319244862
8.358083912,-1.203589797,-9.181859016,-5.252245903
8.360557454,-1.217946768,-9.157930374,-5.242674351
8.363031048,-1.251446247,-9.071788788,-5.233103275
8.365504694,-1.280160069,-9.047860146,-5.20917511
8.367978287,-1.313659668,-9.009575844,-5.18046093
8.370451829,-1.270588875,-8.942576408,-5.175675392
8.372925423,-1.284945726,-8.894720078,-5.18046093
8.375399017,-1.308874011,-8.808578491,-5.156532764
8.37787261,-1.29451704,-8.741579056,-5.118247509
8.380346152,-1.24666059,-8.636295319,-5.156532764
8.382819746,-1.29451704,-8.559724808,-5.213960648
8.38529334,-1.299302697,-8.478368759,-5.276174068
8.387766933,-1.251446247,-8.358727455,-5.324030399
8.390240475,-1.280160069,-8.276773453,-5.419743061
8.392714069,-1.251446247,-8.181060791,-5.505885124
8.395187662,-1.217946768,-8.032705307,-5.587240696
8.397661256,-1.222732425,-7.975277901,-5.678168297
8.400134798,-1.213161111,-7.932207108,-5.730810165
8.402608392,-1.256231904,-7.865208149,-5.759523869
8.405081985,-1.203589797,-7.79820919,-5.797809124
8.407555579,-1.208375454,-7.76949501,-5.864808083
8.410029121,-1.232303619,-7.745566845,-5.936593056
8.412502715,-1.299302697,-7.683353424,-6.018547058
8.414976308,-1.313659668,-7.692924976,-6.109474182
8.417449902,-1.356730461,-7.692924976,-6.166902065
8.419923444,-1.428515077,-7.72163868,-6.276971817
8.422397037,-1.490728498,-7.726424217,-6.32004261
8.424870631,-1.557727575,-7.745566845,-6.382256031
8.427344225,-1.667797327,-7.726424217,-6.430112839
8.429817767,-1.744367719,-7.740781307,-6.434898376
8.43229136,-1.777867198,-7.740781307,-6.482754707
8.434764954,-1.855035782,-7.817351341,-6.49232626
8.437238548,-1.917249203,-7.865208149,-6.501897335
8.43971209,-1.989033818,-7.889136314,-6.468397617
8.442185683,-2.032104731,-7.999206066,-6.449255466
8.444659277,-2.099103689,-8.118846893,-6.449255466
8.447132871,-2.175673962,-8.185846329,-6.363113403
8.449606412,-2.237887383,-8.219346046,-6.329614162
8.452080006,-2.247458696,-8.291130066,-6.243472576
8.4545536,-2.33838582,-8.363512993,-6.147759438
8.457027194,-2.35274291,-8.397012711,-6.008975983
8.459500735,-2.419741869,-8.406583786,-5.922235966
8.461974329,-2.453241348,-8.401798248,-5.797809124
8.464447923,-2.443670034,-8.440083504,-5.625525951
8.466921517,-2.453241348,-8.440083504,-5.52981329
8.469395058,-2.405385017,-8.397012711,-5.424529076
8.471868652,-2.381456852,-8.34915638,-5.324030399
8.474342246,-2.276172638,-8.339585304,-5.295316696
8.47681584,-2.237887383,-8.276773453,-5.271388054
8.479289381,-2.185245275,-8.224131584,-5.223531723
8.481762975,-2.127817631,-8.157132149,-5.252245903
8.484236569,-2.036890268,-8.109275818,-5.319244862
8.486710162,-1.979462504,-8.018348694,-5.38624382
8.489183704,-1.898106575,-7.980063438,-5.462814331
8.491657298,-1.801795483,-7.936992645,-5.582455158
8.494130892,-1.730010748,-7.908278942,-5.659025669
8.496604485,-1.725225091,-7.89870739,-5.788238049
8.499078027,-1.691725612,-7.860422611,-5.903093338
8.501551621,-1.643869162,-7.836493969,-6.004190445
8.504025267,-1.562513232,-7.850851059,-6.095117569
8.50649886,-1.615155339,-7.860422611,-6.162116528
8.508972402,-1.567298889,-7.865208149,-6.214758396
8.511445996,-1.529013634,-7.893921852,-6.262615204
8.51391959,-1.610369682,-7.92742157,-6.372684956
8.516393183,-1.615155339,-7.91306448,-6.401398659
8.518866777,-1.619940877,-7.89870739,-6.382256031
8.521340319,-1.691725612,-7.946564198,-6.339185238
8.523813912,-1.691725612,-7.917850018,-6.310471535
8.526287506,-1.715653777,-7.860422611,-6.243472576
8.528761048,-1.797009826,-7.869993687,-6.12861681
8.531234642,-1.869392633,-7.846065521,-6.056832314
8.533708235,-1.917249203,-7.836493969,-6.02811861
8.536181829,-1.979462504,-7.889136314,-5.950950146
8.538655423,-2.041675806,-7.855636597,-5.869594097
8.541128965,-2.156531334,-7.846065521,-5.812166214
8.543602506,-2.166102648,-7.860422611,-5.797809124
8.5460761,-2.261815548,-7.846065521,-5.711667538
8.548549642,-2.357528448,-7.831708431,-5.697310925
8.551023235,-2.362314224,-7.860422611,-5.697310925
8.553496829,-2.419741869,-7.865208149,-5.649454117
8.555970423,-2.472383976,-7.807780266,-5.706882
8.558443965,-2.443670034,-7.788637638,-5.759523869
8.560917558,-2.544168711,-7.764709473,-5.759523869
8.563391204,-2.568096876,-7.712067604,-5.764309883
8.565864798,-2.601596355,-7.673782349,-5.821737289
8.56833834,-2.625524759,-7.601997375,-5.864808083
8.570811933,-2.639881611,-7.558926582,-5.888736725
8.573285527,-2.692523718,-7.520641804,-5.879165173
8.575759121,-2.740380049,-7.506284714,-5.950950146
8.578232715,-2.754737139,-7.439285755,-5.936593056
8.580706256,-2.764308453,-7.377072334,-6.02811861
8.58317985,-2.793022156,-7.372286797,-6.061617851
8.585653444,-2.812164783,-7.324429989,-6.066403389
8.588126985,-2.845664263,-7.295716286,-6.071189404
8.590600579,-2.836092949,-7.290930748,-6.114260197
8.593074173,-2.889333248,-7.218547821,-6.176473618
8.595547767,-2.88454771,-7.146762848,-6.224329948
8.598021308,-2.913261652,-7.103692055,-6.262615204
8.600494902,-2.975475073,-7.046264648,-6.248258114
8.602968496,-2.980260611,-7.031907558,-6.262615204
8.60544209,-2.946761131,-7.007979393,-6.305685997
8.607915631,-2.956332445,-6.926623344,-6.291328907
8.610389225,-2.970689297,-6.869195461,-6.363113403
8.612862819,-2.932404041,-6.802196503,-6.32004261
8.615336412,-2.894119024,-6.735197544,-6.329614162
8.617809954,-2.894119024,-6.696912289,-6.32004261
8.620283548,-2.865405083,-6.653841496,-6.296114445
8.622757142,-2.831307411,-6.596413612,-6.286543369
8.625230735,-2.797807932,-6.567699909,-6.296114445
8.627704277,-2.702095032,-6.543771744,-6.286543369
8.630177871,-2.668595552,-6.495915413,-6.281757832
8.632651465,-2.659024239,-6.519843578,-6.248258114
8.635125058,-2.525026083,-6.529414654,-6.176473618
8.6375986,-2.405385017,-6.515058041,-6.162116528
8.640072194,-2.347957134,-6.534200668,-6.090332031
8.642545787,-2.261815548,-6.529414654,-6.056832314
8.645019381,-2.166102648,-6.538986206,-6.018547058
8.647492923,-2.089532375,-6.596413612,-5.99940443
8.649966517,-2.012962103,-6.582056999,-5.984449387
8.65244011,-1.984248161,-6.61555624,-5.931807518
8.654913704,-1.893320918,-6.62991333,-5.869594097
8.657387246,-1.801795483,-6.701697826,-5.91266489
8.65986084,-1.782652855,-6.75912571,-5.869594097
8.662334433,-1.744367719,-6.82133913,-5.869594097
8.664808027,-1.648654819,-6.897909641,-5.874379635
8.667281569,-1.600798368,-6.998407841,-5.855237007
8.669755162,-1.605584025,-7.060621262,-5.88395071
8.672228756,-1.548156261,-7.094120979,-5.860022545
8.67470235,-1.533799291,-7.137191772,-5.821737289
8.677175892,-1.557727575,-7.247261524,-5.773880959
8.679649485,-1.533799291,-7.357929707,-5.788238049
8.682123079,-1.514656782,-7.38664341,-5.740381718
8.684596673,-1.610369682,-7.434499741,-5.644668579
8.687070215,-1.629512191,-7.472784996,-5.611168861
8.689543808,-1.667797327,-7.482356548,-5.52981329
8.692017402,-1.782652855,-7.554141045,-5.453242779
8.694490996,-1.883749604,-7.587640762,-5.391029358
8.696964537,-1.912463546,-7.621140003,-5.319244862
8.699438131,-2.027318954,-7.630711555,-5.295316696
8.701911725,-2.118246317,-7.635497093,-5.271388054
8.704385319,-2.194816589,-7.668996811,-5.237888813
8.70685886,-2.271386862,-7.668996811,-5.237888813
8.709332454,-2.314457655,-7.678567886,-5.242674351
8.711806048,-2.414956331,-7.683353424,-5.20917511
8.714279642,-2.477169752,-7.616354465,-5.19481802
8.716753183,-2.534597397,-7.673782349,-5.213960648
8.719226777,-2.644667149,-7.597211838,-5.199603558
8.721700371,-2.702095032,-7.520641804,-5.218746185
8.724173965,-2.76909399,-7.506284714,-5.242674351
8.726647506,-2.836092949,-7.434499741,-5.290530682
8.7291211,-2.941975355,-7.324429989,-5.271388054
8.731594694,-2.951546669,-7.252047062,-5.300102234
8.734068287,-3.042474031,-7.17069149,-5.381458282
8.736541829,-3.066402197,-7.055835724,-5.367101192
8.739015423,-3.128615618,-6.993622303,-5.405386448
8.741489069,-3.12383008,-6.93619442,-5.448457241
8.743962662,-3.162115097,-6.864409924,-5.491528034
8.746436204,-3.176471949,-6.792625427,-5.539384365
8.748909798,-3.142972469,-6.711269379,-5.568098068
8.751383392,-3.152543783,-6.692126751,-5.592026711
8.753856985,-3.128615618,-6.668198586,-5.611168861
8.756330579,-3.085544825,-6.663413048,-5.663811207
8.758804121,-3.042474031,-6.639484406,-5.69252491
8.761259121,-2.999403238,-6.649055958,-5.816951752
8.763711933,-2.965903759,-6.649055958,-5.855237007
8.766184537,-2.927618504,-6.649055958,-5.888736725
8.768657142,-2.855235577,-6.653841496,-5.960521221
8.771129746,-2.807379246,-6.701697826,-6.037689686
8.773602402,-2.788236618,-6.716054916,-6.066403389
8.776075006,-2.745165825,-6.730412006,-6.066403389
8.77854761,-2.678166628,-6.80698204,-6.066403389
8.781027923,-2.639881611,-6.826124668,-6.080760479
8.783500683,-2.630310297,-6.897909641,-6.008975983
8.785973496,-2.558525562,-6.93619442,-6.008975983
8.788446308,-2.515454769,-6.993622303,-5.99940443
8.790919121,-2.553740025,-7.017550468,-5.970092297
8.793391933,-2.539382935,-7.113263607,-5.989234924
8.795864746,-2.520240545,-7.204190731,-5.941378593
8.798337558,-2.529811859,-7.290930748,-5.950950146
8.800816517,-2.505883455,-7.38664341,-5.917450428
8.803289485,-2.48195529,-7.458428383,-5.888736725
8.805762454,-2.491526604,-7.506284714,-5.903093338
8.808235423,-2.48195529,-7.568498135,-5.850451469
8.81070834,-2.510669231,-7.5924263,-5.797809124
8.81318136,-2.496312141,-7.668996811,-5.697310925
8.815654329,-2.534597397,-7.745566845,-5.697310925
8.818127246,-2.57766819,-7.7838521,-5.635097504
8.82060511,-2.582453728,-7.826922894,-5.587240696
8.823078183,-2.596810818,-7.855636597,-5.577669621
8.825551308,-2.630310297,-7.879564762,-5.568098068
8.828024381,-2.630310297,-7.903493404,-5.534598827
8.830497454,-2.659024239,-7.970492363,-5.481956482
8.832970579,-2.635095835,-7.92742157,-5.481956482
8.835443652,-2.649452925,-7.960920811,-5.486742496
8.837916725,-2.663809776,-7.965706348,-5.467599869
8.840393704,-2.644667149,-7.946564198,-5.419743061
8.842866933,-2.67338109,-7.941778183,-5.443671703
8.84534011,-2.697309256,-7.922635555,-5.477170944
8.847813287,-2.716451883,-7.89870739,-5.510670662
8.850286465,-2.682952404,-7.89870739,-5.577669621
8.852759642,-2.702095032,-7.893921852,-5.606383324
8.855232819,-2.716451883,-7.817351341,-5.630311489
8.857706048,-2.687737942,-7.788637638,-5.678168297
8.86018235,-2.668595552,-7.793423176,-5.769095421
8.862655631,-2.639881611,-7.76949501,-5.797809124
8.865128912,-2.625524759,-7.726424217,-5.893522263
8.867602194,-2.625524759,-7.683353424,-5.893522263
8.870075423,-2.601596355,-7.683353424,-5.955735683
8.872548704,-2.601596355,-7.702496052,-5.979663849
8.875021985,-2.630310297,-7.654639721,-6.037689686
8.877495215,-2.592025042,-7.664210796,-6.090332031
8.879970996,-2.625524759,-7.645068169,-6.123831272
8.882444329,-2.620738983,-7.683353424,-6.147759438
8.884917662,-2.606382132,-7.712067604,-6.205187321
8.887390996,-2.639881611,-7.726424217,-6.181259155
8.889864329,-2.630310297,-7.750352383,-6.186044693
8.892337662,-2.606382132,-7.802994728,-6.195616245
8.894810996,-2.644667149,-7.855636597,-6.205187321
8.897284329,-2.654238462,-7.908278942,-6.205187321
8.899759642,-2.635095835,-7.92742157,-6.147759438
8.902232975,-2.620738983,-7.970492363,-6.123831272
8.90470636,-2.654238462,-7.946564198,-6.066403389
8.907179746,-2.630310297,-8.027919769,-6.037689686
8.909653131,-2.615953445,-8.023134232,-6.042475224
8.912126517,-2.659024239,-8.061419487,-5.984449387
8.914599902,-2.639881611,-8.070990562,-5.893522263
8.917073287,-2.644667149,-8.051848412,-5.836094379
8.919548287,-2.635095835,-8.0757761,-5.812166214
8.922021673,-2.630310297,-8.066205025,-5.735595703
8.92449511,-2.611167669,-8.099704742,-5.702096462
8.926968548,-2.611167669,-8.094919205,-5.649454117
8.929441933,-2.558525562,-8.099704742,-5.601597786
8.931915371,-2.520240545,-8.094919205,-5.577669621
8.934388808,-2.544168711,-8.051848412,-5.553741455
8.936862194,-2.505883455,-8.027919769,-5.491528034
8.939336985,-2.501097918,-8.013563156,-5.491528034
8.941810423,-2.467598438,-8.013563156,-5.50109911
8.94428386,-2.467598438,-8.032705307,-5.520241737
8.94675735,-2.424527645,-7.965706348,-5.563312531
8.949230787,-2.391027927,-7.956135273,-5.568098068
8.951704225,-2.357528448,-8.027919769,-5.582455158
8.954177662,-2.333600283,-8.023134232,-5.620740414
8.956651152,-2.304886341,-8.051848412,-5.654240131
8.959125579,-2.252244234,-8.085348129,-5.711667538
8.961599017,-2.252244234,-8.0757761,-5.726024628
8.964072506,-2.24267292,-8.137989998,-5.783452511
8.966545996,-2.218744755,-8.185846329,-5.845665932
8.969019485,-2.228316069,-8.252845764,-5.869594097
8.971492975,-2.29052949,-8.31027317,-5.989234924
8.973966412,-2.314457655,-8.373085022,-6.085546017
8.976439902,-2.376671076,-8.521439552,-6.171687603
8.978914225,-2.429313183,-8.607581139,-6.32004261
8.981387767,-2.453241348,-8.73200798,-6.382256031
8.983861256,-2.472383976,-8.851649284,-6.434898376
8.986334746,-2.515454769,-8.990432739,-6.51146841
8.988808235,-2.563311338,-9.105288506,-6.544968128
8.991281777,-2.611167669,-9.205786705,-6.544968128
8.993755267,-2.606382132,-9.34457016,-6.506682873
8.996228756,-2.635095835,-9.426525116,-6.454041004
8.998702871,-2.692523718,-9.493523598,-6.367899418
9.00117636,-2.721237659,-9.531808853,-6.233901024
9.003649902,-2.745165825,-9.474381447,-6.085546017
9.006123392,-2.855235577,-9.479166985,-5.879165173
9.008596933,-2.845664263,-9.436096191,-5.678168297
9.011070423,-2.874976397,-9.263215065,-5.477170944
9.013543965,-2.874976397,-9.19621563,-5.266602516
9.016017454,-2.927618504,-9.06700325,-5.079962254
9.018491517,-2.908475876,-8.966505051,-4.864010334
9.020965006,-2.898904562,-8.837292671,-4.701298237
9.023438548,-2.879761934,-8.693722725,-4.581656933
9.02591209,-2.874976397,-8.598010063,-4.476373196
9.028385631,-2.865405083,-8.502297401,-4.462016106
9.030859121,-2.865405083,-8.454441071,-4.485944271
9.033332662,-2.922832966,-8.392227173,-4.543372154
9.035806204,-2.870190859,-8.358727455,-4.653441906
9.038280162,-2.81695056,-8.334799767,-4.873581409
9.040753704,-2.783450842,-8.358727455,-5.03689146
9.043227246,-2.745165825,-8.37787056,-5.199603558
9.045700787,-2.759522676,-8.358727455,-5.285745144
9.048174329,-2.745165825,-8.358727455,-5.357530117
9.050647819,-2.730808735,-8.401798248,-5.434100151
9.05312136,-2.749951363,-8.397012711,-5.534598827
9.055594902,-2.764308453,-8.430512428,-5.611168861
9.058068808,-2.783450842,-8.497511864,-5.682953835
9.06054235,-2.870190859,-8.540582657,-5.726024628
9.063015892,-2.937189817,-8.636295319,-5.711667538
9.065489433,-2.937189817,-8.794221878,-5.735595703
9.067962975,-3.004188776,-8.976076126,-5.735595703
9.070436517,-3.052045345,-9.143573761,-5.711667538
9.072910058,-3.071187973,-9.330213547,-5.625525951
9.075383652,-3.104687452,-9.503094673,-5.620740414
9.077857454,-3.061616659,-9.622735977,-5.558526993
9.080330996,-3.138186932,-9.756733894,-5.458028316
9.082804537,-3.267399311,-9.914660454,-5.505885124
9.085278079,-3.276970625,-10.06301594,-5.496313572
9.087751673,-3.363112211,-10.1587286,-5.481956482
9.090225215,-3.439682484,-10.24487019,-5.367101192
9.092698756,-3.497110367,-10.30229759,-5.233103275
9.095172298,-3.588037491,-10.3214407,-5.127819061
9.0976461,-3.674179077,-10.3214407,-4.902295589
9.100119642,-3.683750391,-10.29272652,-4.696512699
9.102593183,-3.760320902,-10.33579731,-4.462016106
9.105066777,-3.779463291,-10.33101177,-4.213162422
9.107540319,-3.784249067,-10.3214407,-4.02652216
9.11001386,-3.659822226,-10.30229759,-3.829712629
9.112487454,-3.63589406,-10.33101177,-3.652643681
9.114960996,-3.54018116,-10.30708313,-3.542573929
9.117434746,-3.420539856,-10.29751205,-3.466003656
9.119908287,-3.229114056,-10.27358437,-3.341576815
9.122381881,-3.085544825,-10.23529911,-3.293720484
9.124855423,-2.922832966,-10.14437199,-3.260220766
9.127329017,-2.716451883,-10.0390873,-3.217149973
9.129802558,-2.630310297,-9.909874916,-3.250649452
9.1322761,-2.419741869,-9.708877563,-3.298506021
9.134749694,-2.276172638,-9.522237778,-3.303291559
9.137223392,-2.156531334,-9.320642471,-3.336791277
9.139696933,-1.998605132,-9.153144836,-3.336791277
9.142170527,-1.878963947,-8.947361946,-3.355933666
9.144644069,-1.773081541,-8.784649849,-3.360719442
9.147117662,-1.691725612,-8.645866394,-3.389433384
9.149591204,-1.600798368,-8.511868477,-3.47557497
9.152064798,-1.495514154,-8.440083504,-3.47557497
9.15453834,-1.418943882,-8.37787056,-3.413361549
9.157012037,-1.308874011,-8.305487633,-3.384647608
9.159485579,-1.289731383,-8.238488197,-3.341576815
9.161959173,-1.208375454,-8.248059273,-3.226721287
9.164432715,-1.170090318,-8.238488197,-3.17407918
9.166906308,-1.160519004,-8.224131584,-3.102294445
9.16937985,-1.131805062,-8.23370266,-3.049652576
9.171853444,-1.213161111,-8.257631302,-3.040081263
9.174327037,-1.275374413,-8.26241684,-2.997010469
9.176800683,-1.361516118,-8.291130066,-2.973082066
9.179274225,-1.409372568,-8.3204422,-2.958725214
9.181747819,-1.524227977,-8.353941917,-3.025724173
9.184221412,-1.610369682,-8.397012711,-2.920439959
9.186694954,-1.663011789,-8.420941353,-2.925225735
9.189168548,-1.768295884,-8.459226608,-2.9491539
9.19164209,-1.797009826,-8.502297401,-2.934797049
9.194115683,-1.80658114,-8.516654015,-2.910868645
9.196589381,-1.907677889,-8.535796165,-2.891726255
9.199062923,-1.974676847,-8.55493927,-2.862414122
9.201536517,-1.989033818,-8.545368195,-2.83370018
9.20401011,-1.989033818,-8.564510345,-2.867199659
9.206483704,-2.075175524,-8.564510345,-2.934797049
9.208957246,-2.084746838,-8.516654015,-3.020938635
9.21143084,-2.06560421,-8.516654015,-3.07836628
9.213904381,-2.079961061,-8.507082939,-3.207578659
9.216377975,-2.099103689,-8.497511864,-3.370290756
9.218851517,-2.127817631,-8.507082939,-3.518645763
9.22132511,-2.108675003,-8.511868477,-3.70050025
9.223798704,-2.094317913,-8.492725372,-3.844069481
9.226272246,-2.075175524,-8.507082939,-3.964308977
9.22874584,-2.103889227,-8.531010628,-4.064807415
9.231219433,-2.113460541,-8.545368195,-4.189234257
9.233692975,-2.123031855,-8.52622509,-4.265804768
9.236166621,-2.089532375,-8.559724808,-4.313661098
9.238640162,-2.103889227,-8.578866959,-4.390231133
9.241113756,-2.075175524,-8.578866959,-4.395017147
9.24358735,-2.099103689,-8.545368195,-4.466801643
9.246060944,-2.032104731,-8.588438988,-4.476373196
9.248534485,-2.036890268,-8.602795601,-4.476373196
9.251008079,-2.089532375,-8.588438988,-4.490729809
9.253481621,-2.027318954,-8.564510345,-4.452444553
9.255955319,-1.965105653,-8.569295883,-4.418945312
9.25842886,-1.998605132,-8.516654015,-4.43808794
9.260902454,-1.969891191,-8.502297401,-4.433301926
9.263376048,-1.902892232,-8.468797684,-4.43808794
9.265849642,-1.936391711,-8.411369324,-4.399802685
9.268323183,-1.893320918,-8.387441635,-4.375874519
9.270796777,-1.816152334,-8.363512993,-4.366302967
9.273270371,-1.758724689,-8.339585304,-4.337589264
9.275743965,-1.715653777,-8.28155899,-4.304089546
