"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.679296839E1,2.751745939E0,5.374877930E0,-6.559325218E0,8.915501432E0
1.679544193E1,2.699103832E0,5.178068161E0,-5.295316696E0,7.882761590E0
1.679791547E1,2.574677229E0,4.646861553E0,-4.284946918E0,6.825178036E0
1.680038901E1,2.315654039E0,3.497708559E0,-3.916452408E0,5.738886500E0
1.680286250E1,2.234298229E0,1.783251047E0,-4.055236340E0,4.961553652E0
1.680533604E1,2.191227436E0,-4.127619043E-2,-4.529015064E0,5.031417181E0
1.680780933E1,2.076371908E0,-1.812563181E0,-5.161318302E0,5.851146230E0
1.681028282E1,1.870589137E0,-3.455235958E0,-5.860022545E0,7.055325894E0
1.681275636E1,1.578664780E0,-4.819743156E0,-6.779464722E0,8.466596039E0
1.681522990E1,1.094716311E0,-5.921039581E0,-7.651050568E0,9.736307735E0
1.681770339E1,3.960121572E-1,-6.864409924E0,-8.379066467E0,1.083908225E1
1.682017693E1,-2.602194548E-1,-7.716853142E0,-8.934201241E0,1.180836519E1
1.682265047E1,-8.925228715E-1,-8.430512428E0,-9.159725189E0,1.248081337E1
1.682512396E1,-1.476371527E0,-9.071788788E0,-9.178867340E0,1.298955851E1
1.682759730E1,-1.965105653E0,-9.627521515E0,-8.895915985E0,1.325473998E1
1.683007078E1,-2.410170555E0,-1.008215809E1,-8.321639061E0,1.329317534E1
1.683254433E1,-2.793022156E0,-1.053739262E1,-7.646264553E0,1.331551642E1
1.683501782E1,-3.119044304E0,-1.115474129E1,-6.789036274E0,1.342563608E1
1.683749136E1,-3.387040377E0,-1.182532978E1,-5.702096462E0,1.355818465E1
1.683996485E1,-3.741178274E0,-1.257248878E1,-4.438087940E0,1.384776205E1
1.684243839E1,-4.019343853E0,-1.335254860E1,-3.121437073E0,1.428947335E1
1.684491193E1,-4.220340729E0,-1.403270817E1,-1.828116536E0,1.476719961E1
1.684738526E1,-4.507479668E0,-1.458365536E1,-6.167500615E-1,1.527680455E1
1.684985875E1,-4.852046013E0,-1.504786301E1,5.611169338E-1,1.582072640E1
1.685233230E1,-5.005784988E0,-1.557907009E1,1.585843205E0,1.644020094E1
1.685480578E1,-4.914259434E0,-1.607258987E1,2.390429735E0,1.697622589E1
1.685727933E1,-4.804189682E0,-1.645544052E1,2.964707375E0,1.739687475E1
1.685975282E1,-4.722833633E0,-1.685803413E1,3.558725595E0,1.786513365E1
1.686222636E1,-4.574478626E0,-1.711167336E1,4.056432724E0,1.817112727E1
1.686469985E1,-4.765904427E0,-1.723131371E1,4.521238327E0,1.844108492E1
1.686717328E1,-4.684548378E0,-1.717388725E1,5.119443893E0,1.852285352E1
1.686964677E1,-4.330410957E0,-1.691067505E1,5.976672649E0,1.845112478E1
1.687212032E1,-3.957130432E0,-1.627358627E1,6.661618233E0,1.802402976E1
1.687459380E1,-3.573680639E0,-1.551207066E1,7.030112743E0,1.740166700E1
1.687706735E1,-3.186043262E0,-1.464108372E1,7.068397999E0,1.656727058E1
1.687954084E1,-2.898904562E0,-1.373121262E1,6.762116909E0,1.557806383E1
1.688201433E1,-2.601596355E0,-1.285005569E1,6.139384747E0,1.447702594E1
1.688448787E1,-2.314457655E0,-1.211246777E1,5.349154949E0,1.344180227E1
1.688696120E1,-1.945963025E0,-1.149990559E1,4.396213531E0,1.246440107E1
1.688943474E1,-1.514656782E0,-1.102552891E1,3.635295868E0,1.170776874E1
1.689190823E1,-1.069591761E0,-1.062353420E1,2.998206854E0,1.109020964E1
1.689438177E1,-6.095715761E-1,-1.025444126E1,2.251047850E0,1.051629020E1
1.689685521E1,-2.889333367E-1,-9.895518303E0,1.700698733E0,1.004475690E1
1.689932875E1,4.127619043E-2,-9.445667267E0,1.303490162E0,9.535272437E0
1.690180230E1,3.002992272E-1,-9.129216194E0,9.631111026E-1,9.184789107E0
1.690427578E1,6.161518097E-1,-8.818149567E0,5.946164131E-1,8.859626037E0
1.690674922E1,9.367900491E-1,-8.526225090E0,2.979064286E-1,8.582705758E0
1.690922276E1,1.262213945E0,-8.325227737E0,1.968096644E-1,8.422667925E0
1.691169625E1,1.683948994E0,-8.161917686E0,1.393819153E-1,8.334987214E0
1.691416980E1,1.990230203E0,-7.913064480E0,-1.046859920E-1,8.160181669E0
1.691664323E1,2.320439816E0,-7.707281590E0,-3.152543902E-1,8.055185645E0
1.691911677E1,2.684746981E0,-7.515855789E0,-5.162515044E-1,7.997654044E0
1.692159032E1,2.981456995E0,-7.377072334E0,-6.358926296E-1,7.982145167E0
1.692406380E1,3.206382275E0,-7.281359196E0,-6.933203340E-1,7.986223896E0
1.692653719E1,3.359523058E0,-7.103692055E0,-8.183453679E-1,7.900539547E0
1.692901073E1,3.575475216E0,-6.988836765E0,-9.140582681E-1,7.903376802E0
1.693148422E1,3.742972851E0,-6.926623344E0,-8.901300430E-1,7.923401303E0
1.693395776E1,3.824328899E0,-6.830910206E0,-1.024128079E0,7.895293794E0
1.693643120E1,4.010969162E0,-6.797410965E0,-1.196411371E0,7.982735722E0
1.693890474E1,4.173680782E0,-6.802196503E0,-1.244267821E0,8.076985263E0
1.694137823E1,4.341178417E0,-6.787839413E0,-1.378265858E0,8.174363016E0
1.694385177E1,4.417748928E0,-6.864409924E0,-1.488335729E0,8.297696815E0
1.694632516E1,4.345963955E0,-6.893123627E0,-1.588834286E0,8.302225630E0
1.694879870E1,4.240679741E0,-6.907480717E0,-1.641476393E0,8.269891128E0
1.695127219E1,4.097110748E0,-7.022336483E0,-1.646261930E0,8.295161512E0
1.695374568E1,3.982254982E0,-7.237690449E0,-1.684547186E0,8.430908432E0
1.695621917E1,3.876971006E0,-7.410571575E0,-1.665404558E0,8.527663666E0
1.695869271E1,3.781257868E0,-7.649854183E0,-1.631905079E0,8.687997138E0
1.696116620E1,3.685544968E0,-7.893921852E0,-1.473978758E0,8.835714872E0
1.696363969E1,3.546761274E0,-8.181060791E0,-1.306481123E0,9.012001117E0
1.696611313E1,3.326023579E0,-8.492725372E0,-1.043270707E0,9.180263115E0
1.696858667E1,3.029313564E0,-8.688937187E0,-7.363911867E-1,9.231286048E0
1.697106016E1,2.723032236E0,-8.918647766E0,-4.157529473E-1,9.334346953E0
1.697353365E1,2.349751949E0,-9.114859581E0,-4.187439568E-3,9.412864439E0
1.697600714E1,2.028515339E0,-9.296713829E0,2.111666054E-1,9.517791437E0
1.697848068E1,1.683948994E0,-9.483952522E0,3.505485058E-1,9.638668161E0
1.698095417E1,1.339382529E0,-9.622735977E0,5.754738450E-1,9.732531191E0
1.698342766E1,9.798609018E-1,-9.828518867E0,7.573283911E-1,9.906233230E0
1.698590110E1,5.491527915E-1,-9.967302322E0,9.583254457E-1,1.002831352E1
1.698837464E1,2.135594189E-1,-1.004865837E1,1.010967612E0,1.010164334E1
1.699084813E1,-8.315058798E-2,-1.016351414E1,1.087537885E0,1.022187225E1
1.699332162E1,-3.750749528E-1,-1.020658493E1,1.159322619E0,1.027906056E1
1.699579511E1,-6.191428304E-1,-1.023529911E1,1.135394335E0,1.031667611E1
1.699826865E1,-8.973084688E-1,-1.018744278E1,1.125823021E0,1.028866514E1
1.700074214E1,-1.146162033E0,-1.015394306E1,1.116251707E0,1.027921519E1
1.700321563E1,-1.385444283E0,-1.012522888E1,1.092323542E0,1.027778607E1
1.700568907E1,-1.562513232E0,-1.007258701E1,1.030110121E0,1.024497846E1
1.700816261E1,-1.710868239E0,-9.996016502E0,9.487541914E-1,1.018565415E1
1.701063610E1,-1.811366796E0,-9.976874352E0,9.008977413E-1,1.017991592E1
1.701310959E1,-1.806581140E0,-9.838089943E0,8.003991842E-1,1.003455968E1
1.701558308E1,-1.878963947E0,-9.699306488E0,7.190431952E-1,9.905759687E0
1.701805662E1,-1.878963947E0,-9.627521515E0,5.324030519E-1,9.823600615E0
1.702053011E1,-1.840678811E0,-9.464810371E0,3.457628787E-1,9.648330727E0
1.702300360E1,-1.792224169E0,-9.263215065E0,2.350948304E-1,9.437928289E0
1.702547703E1,-1.672582984E0,-9.162715912E0,5.324030295E-2,9.314275670E0
1.702795058E1,-1.624726534E0,-9.023932457E0,-1.908276081E-1,9.171014583E0
1.703042407E1,-1.509871125E0,-8.889934540E0,-3.296113312E-1,9.023263853E0
1.703289756E1,-1.404586911E0,-8.746364594E0,-5.258227587E-1,8.874020936E0
1.703537104E1,-1.208375454E0,-8.626724243E0,-6.311069727E-1,8.733775725E0
1.703784459E1,-1.002592683E0,-8.531010628E0,-7.124629617E-1,8.619219100E0
1.704031808E1,-8.015955687E-1,-8.516654015E0,-9.284151793E-1,8.604528215E0
1.704279157E1,-6.765705943E-1,-8.468797684E0,-9.619147182E-1,8.550062099E0
1.704526500E1,-4.899304509E-1,-8.435297966E0,-1.076770186E0,8.517847008E0
1.704773854E1,-3.272185028E-1,-8.406583786E0,-1.129412293E0,8.488421233E0
1.705021203E1,-1.645065546E-1,-8.334799767E0,-1.201196909E0,8.422518838E0
1.705268552E1,6.041877344E-2,-8.344370842E0,-1.363908887E0,8.455319191E0
1.705515896E1,1.561316848E-1,-8.349156380E0,-1.277767301E0,8.447809102E0
1.705763256E1,2.955136001E-1,-8.401798248E0,-1.229910851E0,8.496482966E0
1.706010604E1,4.630111754E-1,-8.435297966E0,-1.167697430E0,8.528314512E0
1.706257953E1,5.874379873E-1,-8.468797684E0,-1.076770186E0,8.557163761E0
1.706505297E1,7.405785918E-1,-8.483154297E0,-9.571290612E-1,8.569040758E0
1.706752651E1,9.750752449E-1,-8.478368759E0,-7.944171429E-1,8.571149698E0
1.707000000E1,1.195214868E0,-8.569295883E0,-6.263213158E-1,8.674886103E0
1.707247349E1,1.305882931E0,-8.621937752E0,-5.353940725E-1,8.736692031E0
1.707494693E1,1.439880967E0,-8.617152214E0,-2.769692242E-1,8.741011465E0
1.707742047E1,1.597807288E0,-8.732007980E0,1.016949583E-2,8.876995827E0
1.707989401E1,1.774876237E0,-8.846863747E0,2.207378894E-1,9.025846721E0
1.708236750E1,1.918445587E0,-8.933005333E0,5.467599630E-1,9.153030329E0
1.708484094E1,2.038086653E0,-9.004789352E0,8.721838593E-1,9.273658025E0
1.708731448E1,2.157727718E0,-9.081359863E0,1.140179992E0,9.403557640E0
1.708978797E1,2.296511650E0,-9.186644554E0,1.475773335E0,9.583648098E0
1.709226146E1,2.334796667E0,-9.296713829E0,1.820339799E0,9.756731034E0
1.709473490E1,2.344966173E0,-9.378668785E0,2.155334949E0,9.904734387E0
1.709720844E1,2.378465652E0,-9.493523598E0,2.462214470E0,1.009190712E1
1.709968198E1,2.373680115E0,-9.613164902E0,2.749353170E0,1.027648965E1
1.710215547E1,2.325225353E0,-9.713663101E0,3.007778168E0,1.043113864E1
1.710462891E1,2.267797709E0,-9.814162254E0,3.184846878E0,1.056427645E1
1.710710245E1,2.133799553E0,-9.919445992E0,3.337987661E0,1.068132346E1
1.710957594E1,1.966302037E0,-9.976874352E0,3.410370588E0,1.072543673E1
1.711204943E1,1.736590981E0,-1.004387283E1,3.357130051E0,1.073151676E1
1.711452287E1,1.444666624E0,-1.010608673E1,3.199203968E0,1.069836234E1
1.711699641E1,1.056431174E0,-1.011087227E1,3.022135019E0,1.060561573E1
1.711946995E1,5.922235847E-1,-1.013479996E1,2.797209740E0,1.053039796E1
1.712194344E1,1.848455518E-1,-1.013001442E1,2.471785784E0,1.042885828E1
1.712441688E1,-2.027917206E-1,-1.019222832E1,2.246262312E0,1.043879001E1
1.712689042E1,-4.229314029E-1,-1.018265629E1,1.906481385E0,1.036822219E1
1.712936391E1,-7.872386575E-1,-1.033101177E1,1.748555183E0,1.050747325E1
1.713183740E1,-1.131805062E0,-1.040339470E1,1.566700578E0,1.058140608E1
1.713431084E1,-1.490728498E0,-1.058524895E1,1.442273855E0,1.078656204E1
1.713678438E1,-1.831107497E0,-1.073360443E1,1.403988719E0,1.097881611E1
1.713925792E1,-2.094317913E0,-1.092981529E1,1.303490162E0,1.120473634E1
1.714173141E1,-2.338385820E0,-1.113559818E1,1.173679471E0,1.143884254E1
1.714420485E1,-2.558525562E0,-1.131266689E1,1.058824062E0,1.164661297E1
1.714667839E1,-2.754737139E0,-1.150469112E1,9.343972206E-1,1.186674314E1
1.714915188E1,-2.855235577E0,-1.166740322E1,7.621139884E-1,1.203584172E1
1.715162537E1,-3.042474031E0,-1.195454216E1,5.563312769E-1,1.234816711E1
1.715409880E1,-3.190829039E0,-1.210768223E1,3.601198196E-1,1.252625424E1
1.715657235E1,-3.267399311E0,-1.228953743E1,1.728814393E-1,1.271764587E1
1.715904589E1,-3.315255880E0,-1.248156071E1,1.495514158E-2,1.291435259E1
1.716151938E1,-3.482753277E0,-1.250070381E1,-1.046859920E-1,1.297721562E1
1.716399282E1,-3.607180119E0,-1.254856014E1,-2.195414752E-1,1.305857222E1
1.716646636E1,-3.736392498E0,-1.262991619E1,-3.822534084E-1,1.317655226E1
1.716893985E1,-3.741178274E0,-1.270648670E1,-4.348955154E-1,1.325293753E1
1.717141334E1,-3.683750391E0,-1.278784275E1,-5.018945336E-1,1.331731344E1
1.717388677E1,-3.616751432E0,-1.272562885E1,-4.540380836E-1,1.323739669E1
1.717636032E1,-3.430111170E0,-1.257248878E1,-3.583251834E-1,1.303692962E1
1.717883386E1,-3.310470104E0,-1.239003563E1,-2.721835673E-1,1.282755936E1
1.718130735E1,-3.085544825E0,-1.227039433E1,-1.046859920E-1,1.265283063E1
1.718378078E1,-2.845664263E0,-1.197368431E1,8.195417374E-2,1.230746268E1
1.718625433E1,-2.682952404E0,-1.170090294E1,2.739782035E-1,1.200768201E1
1.718872782E1,-2.467598438E0,-1.154297638E1,5.898307562E-1,1.181851285E1
1.719120130E1,-2.209173441E0,-1.140359497E1,9.391828775E-1,1.165351835E1
1.719367474E1,-1.931606054E0,-1.132223892E1,1.274178028E0,1.155628512E1
1.719614828E1,-1.663011789E0,-1.128873920E1,1.633699656E0,1.152693435E1
1.719862183E1,-1.308874011E0,-1.124566841E1,1.997408748E0,1.149642775E1
1.720109532E1,-9.451649189E-1,-1.120738316E1,2.352144718E0,1.149048992E1
1.720356875E1,-6.574280262E-1,-1.116909790E1,2.787638426E0,1.153047647E1
1.720604230E1,-3.750749528E-1,-1.121216869E1,3.041277647E0,1.162337205E1
1.720851578E1,-7.836493850E-2,-1.121216869E1,3.242274761E0,1.167181278E1
1.721098927E1,1.944168359E-1,-1.125045395E1,3.361915827E0,1.174363615E1
1.721346271E1,4.486542344E-1,-1.126481056E1,3.410370588E0,1.177827981E1
1.721593625E1,7.692924738E-1,-1.133181000E1,3.415156126E0,1.186022850E1
1.721840980E1,1.109073281E0,-1.138923740E1,3.290131092E0,1.190670965E1
1.722088328E1,1.444666624E0,-1.139880848E1,3.022135019E0,1.188079107E1
1.722335672E1,1.698305845E0,-1.149512005E1,2.892922640E0,1.197459933E1
1.722583026E1,1.904088616E0,-1.179661560E1,2.840280533E0,1.228221831E1
1.722830375E1,2.114656925E0,-1.201675510E1,2.883351326E0,1.253745955E1
1.723077724E1,2.301297188E0,-1.216511059E1,2.902493954E0,1.271653866E1
1.723325068E1,2.392822742E0,-1.241396427E1,3.046063185E0,1.300425356E1
1.723572422E1,2.498106956E0,-1.262034512E1,3.108276606E0,1.323537051E1
1.723819776E1,2.660818815E0,-1.284048462E1,3.127419233E0,1.348105163E1
1.724067125E1,2.689532757E0,-1.305105305E1,3.410370588E0,1.375478824E1
1.724314469E1,2.746960402E0,-1.325683594E1,3.721437454E0,1.404060495E1
1.724561823E1,2.574677229E0,-1.348654652E1,4.089931965E0,1.432631995E1
1.724809172E1,2.440679073E0,-1.369292736E1,4.526023865E0,1.462662183E1
1.725056521E1,2.388036966E0,-1.390828133E1,4.937589645E0,1.495067896E1
1.725303865E1,2.243869543E0,-1.404706573E1,5.167300701E0,1.513459622E1
1.725551219E1,2.095514536E0,-1.417627811E1,5.344369411E0,1.529445412E1
1.725798573E1,1.947159410E0,-1.423370552E1,5.435296535E0,1.536008630E1
1.726045922E1,1.712662816E0,-1.419063473E1,5.401797295E0,1.528027297E1
1.726293266E1,1.463809252E0,-1.413320732E1,5.330012321E0,1.517561590E1
1.726540620E1,1.219143152E0,-1.402313709E1,5.258227825E0,1.502609876E1
1.726787969E1,9.272187948E-1,-1.388435364E1,5.062016487E0,1.480739753E1
1.727035318E1,5.874379873E-1,-1.369771290E1,4.660022259E0,1.448061565E1
1.727282662E1,2.231307179E-1,-1.352064419E1,4.209573269E0,1.416256028E1
1.727530016E1,-1.022931710E-1,-1.327119255E1,3.687937975E0,1.377446558E1
1.727777370E1,-4.612165689E-1,-1.303669643E1,2.993421078E0,1.338389870E1
1.728024719E1,-8.159525394E-1,-1.282612801E1,2.121835470E0,1.302603255E1
1.728272063E1,-1.194018483E0,-1.259163094E1,1.274178028E0,1.271213512E1
1.728519417E1,-1.552941918E0,-1.240917778E1,4.558327198E-1,1.251427606E1
1.728766766E1,-1.725225091E0,-1.215553856E1,-3.104687333E-1,1.228128292E1
1.729014115E1,-1.931606054E0,-1.204068375E1,-8.374879360E-1,1.222336096E1
1.729261459E1,-2.103889227E0,-1.196889877E1,-1.143769264E0,1.220610896E1
1.729508813E1,-2.194816589E0,-1.192582798E1,-1.263410330E0,1.219175125E1
1.729756167E1,-2.237887383E0,-1.188275719E1,-1.249053478E0,1.215599411E1
1.730003516E1,-2.266601324E0,-1.179661560E1,-1.124626637E0,1.206492463E1
1.730250860E1,-2.247458696E0,-1.166261768E1,-1.048056364E0,1.192334450E1
1.730498214E1,-2.242672920E0,-1.166261768E1,-8.949156404E-1,1.190995831E1
1.730745563E1,-2.180459738E0,-1.163390350E1,-5.736792088E-1,1.185036806E1
1.730992912E1,-2.046461582E0,-1.168175983E1,-2.530409992E-1,1.186235843E1
1.731240256E1,-1.835893154E0,-1.183490086E1,-1.142572835E-1,1.197699615E1
1.731487610E1,-1.672582984E0,-1.196411324E1,-1.286142170E-1,1.208114568E1
1.731734964E1,-1.380658627E0,-1.216989613E1,-1.477568001E-1,1.224885391E1
1.731982313E1,-1.127019525E0,-1.240917778E1,-3.152543902E-1,1.246423891E1
1.732229657E1,-9.595218897E-1,-1.263948727E1,-5.401797295E-1,1.268736043E1
1.732477011E1,-8.638089895E-1,-1.295055389E1,-7.746763229E-1,1.300242806E1
1.732724360E1,-6.909275651E-1,-1.324247837E1,-1.182054400E0,1.331307128E1
1.732971709E1,-4.372883439E-1,-1.351047516E1,-1.627119422E0,1.361512680E1
1.733219052E1,-1.262213886E-1,-1.370728493E1,-2.115853310E0,1.387019925E1
1.733466407E1,1.178465188E-1,-1.406620789E1,-2.714059114E0,1.432613727E1
1.733713761E1,1.465603858E-1,-1.434856129E1,-3.327219963E0,1.473000623E1
1.733961110E1,2.907279432E-1,-1.448734474E1,-3.858426571E0,1.499517042E1
1.734208453E1,5.347958803E-1,-1.453520107E1,-4.462016106E0,1.521406141E1
1.734455808E1,9.463613629E-1,-1.449691582E1,-4.984249592E0,1.535900101E1
1.734703157E1,1.315454245E0,-1.441555977E1,-5.467599869E0,1.547363666E1
1.734950506E1,1.621735573E0,-1.423849106E1,-5.840879917E0,1.547515855E1
1.735197849E1,1.928016901E0,-1.410927868E1,-6.042475224E0,1.546934067E1
1.735445203E1,2.272583246E0,-1.393699551E1,-6.095117569E0,1.538034254E1
1.735692558E1,2.608176708E0,-1.369292736E1,-6.023332596E0,1.518484050E1
1.735939907E1,3.105883837E0,-1.328554916E1,-5.788238049E0,1.482079724E1
1.736187250E1,3.431905985E0,-1.341954803E1,-5.505885124E0,1.490560362E1
1.736434604E1,3.537189960E0,-1.328554916E1,-5.453242779E0,1.479038154E1
1.736681953E1,3.680759430E0,-1.311326599E1,-4.916652203E0,1.448030400E1
1.736929302E1,3.953541279E0,-1.304626751E1,-4.404588223E0,1.432605954E1
1.737176646E1,4.302893162E0,-1.296969700E1,-3.824927092E0,1.419006684E1
1.737424000E1,4.633700848E0,-1.293141174E1,-3.164507866E0,1.409633652E1
1.737671354E1,5.035695076E0,-1.284527016E1,-2.455634356E0,1.401389776E1
1.737918703E1,5.553143024E0,-1.285484123E1,-1.655833244E0,1.410057177E1
1.738166047E1,6.117849350E0,-1.287876987E1,-8.757730722E-1,1.428487916E1
1.738413401E1,6.635297298E0,-1.285005569E1,-1.477568001E-1,1.446281209E1
1.738660750E1,7.166503906E0,-1.283569908E1,7.190431952E-1,1.471838892E1
1.738908099E1,7.664809227E0,-1.283091354E1,1.652842283E0,1.503707187E1
1.739155443E1,8.090731621E0,-1.275434303E1,2.361716032E0,1.528760632E1
1.739402797E1,8.401798248E0,-1.265384388E1,2.868994236E0,1.545771997E1
1.739650151E1,8.526225090E0,-1.254856014E1,3.318845034E0,1.552989402E1
1.739897500E1,8.526225090E0,-1.239482117E1,3.530011654E0,1.545280196E1
1.740144844E1,8.526225090E0,-1.224646664E1,3.539582968E0,1.533626770E1
1.740392198E1,8.377870560E0,-1.208375454E1,3.376870871E0,1.508671918E1
1.740639547E1,8.282156944E0,-1.185882950E1,3.050848961E0,1.478288335E1
1.740886896E1,8.124231339E0,-1.170090294E1,2.524427891E0,1.446675501E1
1.741134240E1,7.803592682E0,-1.151904774E1,2.093121529E0,1.407002762E1
1.741381594E1,7.525427341E0,-1.141795158E1,1.801197290E0,1.379296874E1
1.741628948E1,7.252645493E0,-1.135095215E1,1.547558069E0,1.355875796E1
1.741876297E1,6.960721016E0,-1.126481056E1,1.289133191E0,1.330449016E1
1.742123641E1,6.673582554E0,-1.126002502E1,1.149751306E0,1.313951277E1
1.742370995E1,6.323632240E0,-1.123131084E1,1.087537885E0,1.293496837E1
1.742618344E1,6.046064377E0,-1.115952682E1,9.822536707E-1,1.273007289E1
1.742865693E1,5.715855122E0,-1.112124157E1,8.530412912E-1,1.253318368E1
1.743113037E1,5.150550842E0,-1.113559818E1,8.291130662E-1,1.229703823E1
1.743360391E1,4.533202648E0,-1.112602711E1,8.673982024E-1,1.204536363E1
1.743607745E1,3.967898130E0,-1.114516926E1,8.961120844E-1,1.186431752E1
1.743855094E1,3.455834150E0,-1.115952682E1,8.721838593E-1,1.171488512E1
1.744102438E1,3.010170937E0,-1.112124157E1,8.626125455E-1,1.155366797E1
1.744349792E1,2.507678032E0,-1.105424213E1,1.025324464E0,1.138138869E1
1.744597141E1,2.023729801E0,-1.098245811E1,1.221535921E0,1.123396718E1
1.744844490E1,1.559522152E0,-1.089153004E1,1.461416483E0,1.109924655E1
1.745091834E1,1.018146038E0,-1.073360443E1,1.681556106E0,1.091212703E1
1.745339188E1,4.247260094E-1,-1.052303600E1,1.868196249E0,1.069601964E1
1.745586542E1,-7.836493850E-2,-1.025922680E1,1.954337835E0,1.044400842E1
1.745833891E1,-6.861419082E-1,-1.005823040E1,2.035693884E0,1.028507847E1
1.746081235E1,-1.155733347E0,-9.809376717E0,2.016551256E0,1.008097565E1
1.746328589E1,-1.672582984E0,-9.656235695E0,1.887338877E0,9.980103690E0
1.746575938E1,-2.099103689E0,-9.536594391E0,1.633699656E0,9.900598135E0
1.746823287E1,-2.472383976E0,-9.369096756E0,1.518844128E0,9.808136624E0
1.747070630E1,-2.797807932E0,-9.315856934E0,1.485344648E0,9.839673183E0
1.747317985E1,-2.951546669E0,-9.258428574E0,1.451845169E0,9.825374384E0
1.747565339E1,-2.985046148E0,-9.287142754E0,1.447059512E0,9.861820434E0
1.747812688E1,-3.004188776E0,-9.248857498E0,1.423131227E0,9.828113640E0
1.748060032E1,-3.004188776E0,-9.162715912E0,1.293918848E0,9.729066711E0
1.748307386E1,-2.989831924E0,-8.985647202E0,1.087537885E0,9.532244710E0
1.748554735E1,-2.994617462E0,-8.837292671E0,1.006181955E0,9.384981493E0
1.748802084E1,-2.951546669E0,-8.732007980E0,8.195417523E-1,9.253714918E0
1.749049427E1,-2.840878725E0,-8.583653450E0,5.467599630E-1,9.058070707E0
1.749296782E1,-2.840878725E0,-8.416155815E0,2.691925466E-1,8.886773051E0
1.749544136E1,-2.749951363E0,-8.200202942E0,7.716853172E-2,8.649365050E0
1.749791485E1,-2.505883455E0,-8.018348694E0,-5.682953820E-2,8.400987874E0
1.750038828E1,-2.295315027E0,-7.917850018E0,-2.673979402E-1,8.248170805E0
1.750286183E1,-1.984248161E0,-7.807780266E0,-4.588237405E-1,8.069026749E0
1.750533532E1,-1.538584948E0,-7.745566845E0,-6.071787477E-1,7.920209304E0
1.750780880E1,-1.198804140E0,-7.640282631E0,-7.411768436E-1,7.769195142E0
1.751028224E1,-8.350951076E-1,-7.573283672E0,-8.805587292E-1,7.669901766E0
1.751275578E1,-5.377869010E-1,-7.501499176E0,-1.009771109E0,7.588237103E0
1.751522933E1,-2.267199457E-1,-7.353144169E0,-1.167697430E0,7.448734684E0
1.751770282E1,3.649054468E-2,-7.300501823E0,-1.287338614E0,7.413224612E0
1.752017625E1,4.103690982E-1,-7.213762283E0,-1.335195065E0,7.347755776E0
1.752264980E1,7.310073376E-1,-7.079763889E0,-1.392622828E0,7.252366979E0
1.752512328E1,1.046859860E0,-6.921837807E0,-1.464407444E0,7.152079652E0
1.752759677E1,1.339382529E0,-6.754340172E0,-1.450050473E0,7.036881631E0
1.753007021E1,1.588235974E0,-6.582056999E0,-1.464407444E0,6.927514490E0
1.753254375E1,1.746162295E0,-6.352345943E0,-1.416550994E0,6.738545723E0
1.753501730E1,1.956730723E0,-6.131608009E0,-1.402194023E0,6.587227033E0
1.753749078E1,2.114656925E0,-5.959324837E0,-1.421336651E0,6.481166893E0
1.753996422E1,2.239083767E0,-5.715256691E0,-1.416550994E0,6.299545371E0
1.754243776E1,2.421536446E0,-5.533402443E0,-1.349551916E0,6.188996019E0
1.754491125E1,2.545963287E0,-5.380261898E0,-1.330409408E0,6.099109471E0
1.754738474E1,2.656033039E0,-5.178666592E0,-1.296909928E0,5.962807605E0
1.754985818E1,2.761317253E0,-4.996811867E0,-1.239482164E0,5.842030284E0
1.755233172E1,2.871387243E0,-4.838885784E0,-1.225125194E0,5.758525165E0
1.755480526E1,2.933600664E0,-4.637888432E0,-1.172483087E0,5.611660944E0
1.755727875E1,2.928814888E0,-4.432105541E0,-1.081555843E0,5.421372448E0
1.755975219E1,2.928814888E0,-4.250251293E0,-9.858429432E-1,5.254948050E0
1.756222573E1,2.857030153E0,-4.101297855E0,-8.518448472E-1,5.070394959E0
1.756469922E1,2.866601467E0,-3.952943087E0,-7.603194118E-1,4.941785975E0
1.756717271E1,2.900100946E0,-3.828516245E0,-6.263213158E-1,4.843593762E0
1.756964615E1,2.842673302E0,-3.665804386E0,-4.875376225E-1,4.664397735E0
1.757211969E1,2.833101988E0,-3.550948858E0,-3.535395563E-1,4.556390555E0
1.757459323E1,2.813959360E0,-3.503092289E0,-2.673979402E-1,4.501280321E0
1.757706672E1,2.699103832E0,-3.488735437E0,-9.032905847E-2,4.411869874E0
1.757954016E1,2.603390932E0,-3.316452265E0,9.152546525E-2,4.217211980E0
1.758201370E1,2.665604353E0,-3.100499868E0,1.824527234E-1,4.092900560E0
1.758448719E1,2.617748022E0,-3.052643538E0,2.931207716E-1,4.032016501E0
1.758696068E1,2.598605394E0,-3.067000389E0,3.218346536E-1,4.032718553E0
1.758943412E1,2.574677229E0,-3.071786165E0,3.266202807E-1,4.021382087E0
1.759190766E1,2.608176708E0,-3.129812002E0,2.835494876E-1,4.083957544E0
1.759438120E1,2.632104874E0,-3.028715372E0,3.409772217E-1,4.027078139E0
1.759685469E1,2.694318295E0,-2.899502754E0,2.979064286E-1,3.969284008E0
1.759932813E1,2.766103029E0,-2.909074068E0,1.345962733E-1,4.016485287E0
1.760180167E1,2.799602509E0,-2.933002472E0,-1.375873014E-2,4.054684576E0
