"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.219416700E-1,-1.136590727E-2,1.654038668E0,8.878568649E0,9.031331815E0
3.244160970E-1,-1.022931710E-1,1.902892232E0,8.806783676E0,9.010599395E0
3.268894820E-1,1.848455518E-1,2.195414782E0,9.452845573E0,9.706199224E0
3.293628680E-1,6.831508875E-1,2.468196630E0,1.036750221E1,1.067912880E1
3.318362530E-1,3.816552162E-1,2.736192703E0,9.611370087E0,1.000054229E1
3.343096910E-1,1.704886109E-1,2.913261652E0,9.079565048E0,9.537015324E0
3.367830760E-1,1.256231871E-2,2.999403238E0,8.821140289E0,9.317139776E0
3.392564620E-1,-1.549352705E-1,2.965903759E0,8.634500504E0,9.131001533E0
3.417298470E-1,-2.458625287E-1,2.745764017E0,8.389834404E0,8.831137512E0
3.442040660E-1,-2.841476798E-1,2.396411896E0,8.318049431E0,8.661032052E0
3.466774510E-1,-2.506481707E-1,1.945963025E0,8.255836487E0,8.485778261E0
3.491508890E-1,-1.788634956E-1,1.534397483E0,8.227122307E0,8.370896561E0
3.516242740E-1,-1.310070455E-1,1.113260746E0,8.164909363E0,8.241496056E0
3.540977120E-1,-1.794616925E-3,8.255237937E-1,7.983054638E0,8.025624842E0
3.565711490E-1,3.649054468E-2,7.968099117E-1,7.796414375E0,7.837111375E0
3.590445340E-1,-2.362912297E-1,1.285543919E0,7.111468792E0,7.230590923E0
3.615179720E-1,-2.650051117E-1,1.314257860E0,6.728617191E0,6.860888480E0
3.639920870E-1,-1.214357466E-1,1.079761267E0,6.790830612E0,6.877209568E0
3.664655240E-1,-7.357929647E-2,8.733802438E-1,6.814758778E0,6.870891075E0
3.689389620E-1,-1.022931710E-1,6.197410822E-1,6.790830612E0,6.819818422E0
3.714123470E-1,-1.405783296E-1,3.804588020E-1,6.699903488E0,6.712169390E0
3.738857840E-1,-2.554338276E-1,1.124626622E-1,6.608976364E0,6.614866807E0
3.763592220E-1,-4.229314029E-1,-8.434699476E-2,6.474380016E0,6.488727301E0
3.788326590E-1,-6.334998012E-1,-2.183450609E-1,6.416952133E0,6.451842469E0
3.813060970E-1,-7.004988194E-1,-2.901297510E-1,6.311667919E0,6.357045366E0
3.837801070E-1,-4.277170599E-1,-2.518445849E-1,6.187241077E0,6.207118472E0
3.862535450E-1,4.127619043E-2,-1.226321608E-1,5.837889194E0,5.839322959E0
3.887269820E-1,-1.794616925E-3,2.392822644E-3,5.286941528E0,5.286942374E0
3.912004200E-1,-1.166501045E-1,7.896314561E-2,4.765306473E0,4.767387986E0
3.936739090E-1,-2.123630047E-1,6.460621208E-2,4.487739086E0,4.493225358E0
3.961473470E-1,-4.516452849E-1,1.746760458E-1,3.869792461E0,3.899972933E0
3.986207840E-1,-5.330012441E-1,2.177468538E-1,3.577867985E0,3.623898913E0
4.010942220E-1,-6.382854581E-1,1.842473447E-1,3.266202927E0,3.333082202E0
4.035681280E-1,-7.920243144E-1,1.842473447E-1,2.892922640E0,3.005037604E0
4.060415660E-1,-8.829515576E-1,1.172483116E-1,2.677568436E0,2.821829787E0
4.085150030E-1,-9.978070259E-1,5.982056633E-2,2.476571321E0,2.670693332E0
4.109884930E-1,-1.170090318E0,-9.870393574E-2,2.562713146E0,2.818927542E0
4.134619300E-1,-1.337587833E0,-2.422732860E-1,2.658426046E0,2.985810878E0
4.159354200E-1,-1.476371527E0,-3.523431420E-1,2.821137905E0,3.203535181E0
4.184088570E-1,-1.663011789E0,-5.533402562E-1,3.098705292E0,3.560023614E0
4.208823470E-1,-1.888535261E0,-7.112665176E-1,3.223132133E0,3.802768234E0
4.233560970E-1,-2.065604210E0,-8.691928387E-1,3.405584812E0,4.076791000E0
4.258295340E-1,-2.276172638E0,-9.984052777E-1,3.601796389E0,4.376152671E0
4.283030240E-1,-2.515454769E0,-1.171286702E0,3.898506403E0,4.785162213E0
4.307764620E-1,-2.673381090E0,-1.467996716E0,4.003790379E0,5.033122113E0
4.332499510E-1,-2.884547710E0,-1.664208174E0,4.223930359E0,5.378828127E0
4.357233890E-1,-3.018545866E0,-1.817348838E0,4.593023300E0,5.788802897E0
4.381968780E-1,-3.085544825E0,-1.903490424E0,4.846662045E0,6.052602385E0
4.406703680E-1,-3.142972469E0,-1.841277003E0,5.277370453E0,6.412426673E0
4.431441180E-1,-3.229114056E0,-1.759921074E0,5.813961029E0,6.879436214E0
4.456175550E-1,-3.272184849E0,-1.755135417E0,6.378666878E0,7.380723891E0
4.480910450E-1,-3.358326674E0,-1.783849239E0,6.867401123E0,7.849947410E0
4.505645340E-1,-3.458825111E0,-1.841277003E0,7.417750359E0,8.389087706E0
4.530380240E-1,-3.497110367E0,-1.922633052E0,7.805985451E0,8.766966843E0
4.555114620E-1,-3.521038532E0,-1.889133453E0,8.150551796E0,9.077336180E0
4.579849510E-1,-3.559323788E0,-1.960918188E0,8.562117577E0,9.477544163E0
4.604584410E-1,-3.525824070E0,-2.018345833E0,8.797212601E0,9.690000248E0
4.629321390E-1,-3.611965895E0,-1.807777524E0,8.979066849E0,9.845709658E0
4.654055760E-1,-3.631108284E0,-1.755135417E0,9.352347374E0,1.018488336E1
4.678790660E-1,-3.544966698E0,-1.869990945E0,9.788438797E0,1.057720138E1
4.703525550E-1,-3.477967739E0,-1.960918188E0,1.016650486E1,1.092242101E1
4.728260450E-1,-3.439682484E0,-2.003988981E0,1.042971611E1,1.116361794E1
4.752995340E-1,-3.454039574E0,-2.003988981E0,1.062592697E1,1.135150586E1
4.777729720E-1,-3.458825111E0,-1.984846354E0,1.082273674E1,1.153406766E1
4.802464620E-1,-3.516252756E0,-1.951346874E0,1.089930725E1,1.161751637E1
4.827201590E-1,-3.554538012E0,-1.855633974E0,1.102373409E1,1.173033807E1
4.851936490E-1,-3.564109325E0,-1.932204247E0,1.118166065E1,1.189394062E1
4.876670870E-1,-3.425325632E0,-2.363510609E0,1.144008541E1,1.217352013E1
4.901405760E-1,-3.674179077E0,-1.908276081E0,1.059242725E1,1.137280197E1
4.926140660E-1,-3.879961967E0,-1.645065546E0,1.018086243E1,1.101863446E1
4.950875550E-1,-4.062414646E0,-1.491924882E0,9.745368004E0,1.066307883E1
4.975610450E-1,-4.162913322E0,-1.587637782E0,9.740582466E0,1.071118051E1
5.000345340E-1,-4.182055950E0,-1.865205288E0,9.836296082E0,1.084994485E1
5.025081280E-1,-4.320839405E0,-2.008774519E0,9.879366875E0,1.096844192E1
5.049816180E-1,-4.564907551E0,-2.008774519E0,9.850652695E0,1.104123700E1
5.074551070E-1,-4.842474937E0,-2.056631088E0,9.620942116E0,1.096548322E1
5.099285970E-1,-5.067998409E0,-2.148156643E0,9.328418732E0,1.083137022E1
5.124020870E-1,-5.235496044E0,-2.172084808E0,9.041280746E0,1.067113531E1
5.148755240E-1,-5.359922886E0,-2.157727718E0,8.782855988E0,1.051299774E1
5.173490140E-1,-5.455635548E0,-2.186441660E0,8.490332603E0,1.032619165E1
5.198225030E-1,-5.316852093E0,-2.444866419E0,8.294121742E0,1.015080014E1
5.222961490E-1,-5.426921844E0,-2.061416626E0,7.581060410E0,9.548476116E0
5.247696390E-1,-5.465207100E0,-1.855633974E0,7.317251682E0,9.319551399E0
5.272431280E-1,-5.422136307E0,-2.023131609E0,7.077969551E0,9.142771823E0
5.297166180E-1,-5.450850010E0,-2.176870346E0,6.891329288E0,9.052124043E0
5.321901070E-1,-5.450850010E0,-2.368296146E0,6.781259537E0,9.016988043E0
5.346635970E-1,-5.469992638E0,-2.483151674E0,6.695117950E0,8.995080103E0
5.371370340E-1,-5.618347645E0,-2.487937450E0,6.580262184E0,9.003083551E0
5.396105760E-1,-5.714060307E0,-2.449652195E0,6.436094761E0,8.948441028E0
5.420655760E-1,-5.843272686E0,-2.382653236E0,6.373881340E0,8.969238288E0
5.445205760E-1,-5.785845280E0,-2.306082726E0,6.647261143E0,9.109341570E0
5.469755760E-1,-5.063212872E0,-2.330011129E0,7.101897717E0,9.027847342E0
5.494305760E-1,-5.024927616E0,-2.636292458E0,6.800402164E0,8.856941067E0
5.518935970E-1,-5.867201328E0,-2.899502754E0,6.738188744E0,9.393314388E0
5.543651590E-1,-6.667002201E0,-2.966501951E0,7.168896675E0,1.022947368E1
5.568367220E-1,-7.150950432E0,-2.779861689E0,7.513463020E0,1.073852176E1
5.593082840E-1,-7.505088329E0,-2.090728760E0,7.345965385E0,1.070797390E1
5.618532840E-1,-7.854440212E0,-1.994417667E0,7.557132244E0,1.108062185E1
5.643458890E-1,-8.185248375E0,-1.946561217E0,7.470392227E0,1.125140665E1
5.668197950E-1,-8.615956306E0,-1.692921996E0,7.533204079E0,1.156934966E1
5.692936490E-1,-8.960522652E0,-1.568495274E0,7.892127514E0,1.204312336E1
5.717676070E-1,-9.214759827E0,-1.444068432E0,8.274978638E0,1.246885736E1
5.742414620E-1,-9.449256897E0,-1.405783296E0,8.830712318E0,1.300946435E1
5.767153680E-1,-9.564111710E0,-1.453639746E0,9.471988678E0,1.353897599E1
5.791892220E-1,-9.726823807E0,-1.501496196E0,1.007079220E1,1.408142208E1
5.816599510E-1,-9.659825325E0,-2.133799553E0,1.092802143E1,1.474065732E1
5.841338050E-1,-9.693324089E0,-2.282154560E0,1.078445148E1,1.467900389E1
5.866076590E-1,-1.025384331E1,-1.176072359E0,9.975079536E0,1.435362883E1
5.890814620E-1,-1.077069283E1,-4.193421602E-1,9.740582466E0,1.452799431E1
5.915552120E-1,-1.111047363E1,-6.041877344E-2,9.692726135E0,1.474432822E1
5.940290660E-1,-1.116311550E1,-2.997010350E-1,1.031486034E1,1.520201672E1
5.965028680E-1,-1.124985600E1,-4.863412082E-1,1.077009487E1,1.558174352E1
5.989767220E-1,-1.141735363E1,-6.059823632E-1,1.107637596E1,1.591883422E1
6.014480760E-1,-1.166142082E1,-7.543373108E-1,1.121994495E1,1.620015201E1
6.039218260E-1,-1.189113235E1,-8.979067206E-1,1.128694439E1,1.641951214E1
6.063955760E-1,-1.210170078E1,-1.017547846E0,1.113858986E1,1.647891834E1
6.088693260E-1,-1.212084293E1,-1.400997639E0,1.113380337E1,1.651784505E1
6.113430760E-1,-1.249950695E1,-8.931210637E-1,1.011386299E1,1.610358854E1
6.138168260E-1,-1.283450222E1,-3.906283081E-1,9.582057953E0,1.602163763E1
6.162905760E-1,-1.303071404E1,-3.858426511E-1,9.510273933E0,1.613671878E1
6.187643260E-1,-1.290628719E1,-9.601200819E-1,9.908080101E0,1.629920645E1
6.212360450E-1,-1.285843086E1,-1.496710539E0,1.013779163E1,1.644245133E1
6.237097430E-1,-1.275314617E1,-1.951346874E0,1.013779163E1,1.640808676E1
6.261834410E-1,-1.271007538E1,-2.344367981E0,9.874580383E0,1.626497510E1
6.286571390E-1,-1.248036480E1,-2.736790895E0,9.702297211E0,1.604319485E1
6.311308370E-1,-1.207298660E1,-3.129812002E0,9.242277145E0,1.552328623E1
6.336045340E-1,-1.147956657E1,-3.531806231E0,8.749356270E0,1.485952015E1
6.360782320E-1,-1.080419254E1,-3.857230186E0,8.255836487E0,1.413391797E1
6.385519300E-1,-1.002353382E1,-4.091726780E0,7.825128078E0,1.335837145E1
6.410240660E-1,-9.200403214E0,-4.231108665E0,7.436892986E0,1.256411864E1
6.434977640E-1,-8.443673134E0,-4.278964996E0,7.106683254E0,1.183681141E1
6.459714620E-1,-7.787441254E0,-4.341178417E0,6.781259537E0,1.120158704E1
6.484451070E-1,-7.179664135E0,-4.312464714E0,6.402595043E0,1.054220813E1
6.509187010E-1,-6.724429607E0,-4.245465755E0,6.081956863E0,1.001159989E1
6.533923990E-1,-6.499504566E0,-4.173680782E0,5.823532104E0,9.673504900E0
6.558660970E-1,-6.418148518E0,-4.039084435E0,5.746961594E0,9.514956701E0
6.583397430E-1,-6.403791428E0,-3.929014683E0,5.861817360E0,9.529249907E0
6.608121390E-1,-6.676573277E0,-3.699303865E0,5.790032387E0,9.580498674E0
6.632857840E-1,-7.079165936E0,-3.479164124E0,6.139384747E0,9.995559935E0
6.657593780E-1,-7.533802032E0,-3.292523861E0,6.182455540E0,1.028696471E1
6.682330240E-1,-8.079963684E0,-2.976073265E0,6.172883987E0,1.059468366E1
6.707066700E-1,-8.596813202E0,-2.770290375E0,6.297310829E0,1.101071431E1
6.731802640E-1,-9.166903496E0,-2.545365095E0,6.522834301E0,1.153509300E1
6.756539090E-1,-9.659825325E0,-2.363510609E0,6.943971157E0,1.212918559E1
6.781275550E-1,-1.022512913E1,-2.186441660E0,7.188039303E0,1.268864460E1
6.806001590E-1,-1.070847988E1,-1.989632010E0,7.460821152E0,1.320204640E1
6.830737530E-1,-1.123549843E1,-1.941775560E0,7.705487251E0,1.376159333E1
6.855473470E-1,-1.167099285E1,-1.889133453E0,7.695915699E0,1.410702016E1
6.880209410E-1,-1.213520050E1,-1.869990945E0,7.561917782E0,1.442021352E1
6.904945870E-1,-1.255693531E1,-1.855633974E0,7.700701237E0,1.484657541E1
6.929681800E-1,-1.289671612E1,-1.783849239E0,7.944769382E0,1.525210691E1
6.954417740E-1,-1.320299721E1,-1.582852125E0,7.748558044E0,1.539040961E1
6.979153680E-1,-1.337587833E1,-1.381855130E0,7.724629879E0,1.550785451E1
7.003881280E-1,-1.337587833E1,-1.266999602E0,7.667201996E0,1.546949888E1
7.028617220E-1,-1.320299721E1,-1.372283816E0,7.705487251E0,1.534851237E1
7.053352640E-1,-1.289193058E1,-1.439282775E0,7.571488857E0,1.502001506E1
7.078088570E-1,-1.252343559E1,-1.592423439E0,7.456035137E0,1.466167492E1
7.102824510E-1,-1.207777214E1,-1.841277003E0,7.288537979E0,1.422623164E1
7.127560450E-1,-1.163749313E1,-1.989632010E0,7.235895634E0,1.384731265E1
7.152296390E-1,-1.104347515E1,-2.440080881E0,7.231110096E0,1.342390745E1
7.177031800E-1,-1.041655540E1,-3.196810961E0,7.245467186E0,1.308514507E1
7.201761490E-1,-9.803394318E0,-3.742374659E0,7.470392227E0,1.288094206E1
7.226496910E-1,-9.272188187E0,-4.134797573E0,7.188039303E0,1.243937031E1
7.251232840E-1,-8.850452423E0,-4.240679741E0,7.087540627E0,1.210566417E1
7.275968260E-1,-8.510671616E0,-4.288536549E0,6.781259537E0,1.169651905E1
7.300704200E-1,-8.213961601E0,-4.484747887E0,6.570691109E0,1.143486381E1
7.325439620E-1,-8.036294937E0,-4.609174728E0,6.407381058E0,1.126414932E1
7.350175550E-1,-7.715656757E0,-4.968098164E0,6.086742401E0,1.101189319E1
7.374910970E-1,-7.395018578E0,-5.428118229E0,6.134599209E0,1.103558221E1
7.399641700E-1,-7.160521984E0,-5.791827202E0,6.182455540E0,1.109238901E1
7.424377120E-1,-6.762714863E0,-6.457630157E0,5.924030781E0,1.106930171E1
7.449112530E-1,-6.365506649E0,-7.118049145E0,5.780461311E0,1.116243842E1
7.473847950E-1,-6.030511379E0,-7.597211838E0,5.459823132E0,1.113078451E1
7.498583890E-1,-5.857629776E0,-7.831708431E0,4.923232555E0,1.094923296E1
7.523319300E-1,-5.757131100E0,-7.884350777E0,4.329214573E0,1.067940282E1
7.548054720E-1,-5.771488190E0,-7.707281590E0,3.802793503E0,1.035246366E1
7.572790140E-1,-5.910272121E0,-7.377072334E0,3.558725595E0,1.010034854E1
7.597521910E-1,-6.087938786E0,-7.012764931E0,3.419941664E0,9.896356482E0
7.622257320E-1,-6.360720634E0,-6.763911247E0,3.510869026E0,9.926503094E0
7.646992740E-1,-6.657430649E0,-6.577271461E0,3.898506403E0,1.013805873E1
7.671728160E-1,-7.016354084E0,-6.481558323E0,4.425525665E0,1.052735011E1
7.696463570E-1,-7.395018578E0,-6.419344902E0,5.090730190E0,1.103674873E1
7.721198990E-1,-7.753942013E0,-6.385845661E0,5.737390518E0,1.156807207E1
7.745934410E-1,-8.075178146E0,-6.318846226E0,6.297310829E0,1.203297317E1
7.770669820E-1,-8.347960472E0,-6.232106686E0,6.661618233E0,1.236546624E1
7.795401590E-1,-8.635098457E0,-6.050251961E0,6.819544315E0,1.255693668E1
7.820137010E-1,-8.874381065E0,-5.820540905E0,6.723831654E0,1.256356828E1
7.844871910E-1,-9.061020851E0,-5.629115105E0,6.513263226E0,1.249846525E1
7.869607320E-1,-9.219545364E0,-5.404190063E0,6.239883423E0,1.237503261E1
7.894342740E-1,-9.305686951E0,-5.303691387E0,5.991029739E0,1.227262764E1
7.919078160E-1,-9.343972206E0,-5.327619553E0,5.847460270E0,1.224279945E1
7.943813570E-1,-9.324830055E0,-5.447260857E0,5.713462353E0,1.221755943E1
7.968548990E-1,-9.243474007E0,-5.653043270E0,5.560321808E0,1.217850108E1
7.993281800E-1,-9.142974854E0,-6.031109333E0,5.608178139E0,1.230528061E1
8.018016700E-1,-8.922237396E0,-6.395416737E0,5.699105263E0,1.236881062E1
8.042752120E-1,-8.706883430E0,-6.644270420E0,5.732604980E0,1.236199451E1
8.067487530E-1,-8.587242126E0,-6.811768055E0,5.775675774E0,1.238948514E1
8.092222950E-1,-8.448458672E0,-6.869195461E0,5.675177097E0,1.227884096E1
8.116957840E-1,-8.314460754E0,-6.859624386E0,5.598606586E0,1.214615577E1
8.141693260E-1,-8.185248375E0,-6.816553593E0,5.545964718E0,1.200922223E1
8.166428680E-1,-8.041080475E0,-6.811768055E0,5.569892883E0,1.191985176E1
8.191162010E-1,-7.854440212E0,-6.754340172E0,5.593821049E0,1.177302748E1
8.215896910E-1,-7.648657799E0,-6.687341213E0,5.746961594E0,1.167262036E1
8.240632320E-1,-7.404589653E0,-6.586842537E0,5.928816319E0,1.154838974E1
8.265367740E-1,-7.237092018E0,-6.333203316E0,5.885745525E0,1.127505945E1
8.290102640E-1,-7.069594383E0,-6.093322754E0,5.742176056E0,1.095811721E1
8.314838050E-1,-6.997211456E0,-5.873183250E0,5.531607628E0,1.067960358E1
8.339573470E-1,-6.891927242E0,-5.849255085E0,5.406582832E0,1.053297603E1
8.364308370E-1,-6.686144829E0,-5.954539299E0,5.420939922E0,1.046650183E1
8.389041700E-1,-6.590431690E0,-6.155536175E0,5.517251015E0,1.057187184E1
8.413777120E-1,-6.623931408E0,-6.251847267E0,5.522036552E0,1.065152333E1
