"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.046621652E1,-2.477169752E0,-9.617950439E0,-4.596014023E0,1.094370529E1
2.046869006E1,-2.462812662E0,-9.426525116E0,-4.624728203E0,1.078484738E1
2.047116365E1,-2.481955290E0,-9.253643036E0,-4.596014023E0,1.062606966E1
2.047363725E1,-2.453241348E0,-9.124430656E0,-4.581656933E0,1.050072417E1
2.047611079E1,-2.381456852E0,-8.952147484E0,-4.576871395E0,1.033247468E1
2.047858433E1,-2.343171597E0,-8.813364029E0,-4.581656933E0,1.020575420E1
2.048105792E1,-2.333600283E0,-8.650651932E0,-4.581656933E0,1.006335180E1
2.048353152E1,-2.237887383E0,-8.535796165E0,-4.557728767E0,9.931809887E0
2.048600511E1,-2.194816589E0,-8.430512428E0,-4.624728203E0,9.863005151E0
2.048847865E1,-2.142174482E0,-8.286344528E0,-4.648656368E0,9.739734246E0
2.049095225E1,-2.099103689E0,-8.200202942E0,-4.629513741E0,9.647899360E0
2.049342584E1,-1.993819475E0,-8.075776100E0,-4.634299278E0,9.522090397E0
2.049589943E1,-1.969891191E0,-7.913064480E0,-4.615156651E0,9.369991018E0
2.049837298E1,-1.893320918E0,-7.812565804E0,-4.591228485E0,9.257441738E0
2.050084657E1,-1.864607096E0,-7.731209755E0,-4.543372154E0,9.159180882E0
2.050332016E1,-1.835893154E0,-7.592426300E0,-4.548157692E0,9.038870460E0
2.050579376E1,-1.744367719E0,-7.487142086E0,-4.538586140E0,8.927422893E0
2.050826730E1,-1.701296926E0,-7.434499741E0,-4.552943230E0,8.882313306E0
2.051074089E1,-1.658226132E0,-7.357929707E0,-4.466801643E0,8.765908988E0
2.051321449E1,-1.624726534E0,-7.266404152E0,-4.442873478E0,8.670610725E0
2.051568803E1,-1.567298889E0,-7.189833641E0,-4.347160339E0,8.546808563E0
2.051816157E1,-1.519442320E0,-7.132406235E0,-4.270590305E0,8.450909136E0
2.052063516E1,-1.466800332E0,-7.046264648E0,-4.237090588E0,8.351903098E0
2.052310876E1,-1.433300734E0,-6.964908600E0,-4.217947960E0,8.267731720E0
2.052558235E1,-1.371087432E0,-6.893123627E0,-4.203591347E0,8.189335400E0
2.052805589E1,-1.304088354E0,-6.840481758E0,-4.141377926E0,8.102089128E0
2.053052949E1,-1.265803218E0,-6.759125710E0,-4.074378967E0,7.993034600E0
2.053300308E1,-1.284945726E0,-6.658627033E0,-4.150949001E0,7.951023651E0
2.053547662E1,-1.246660590E0,-6.634698868E0,-4.146163464E0,7.922377368E0
2.053795016E1,-1.222732425E0,-6.644270420E0,-4.160520554E0,7.934187751E0
2.054042376E1,-1.203589797E0,-6.577271461E0,-4.165306091E0,7.877747337E0
2.054289735E1,-1.127019525E0,-6.538986206E0,-4.093521118E0,7.796501059E0
2.054537094E1,-1.050449133E0,-6.534200668E0,-4.021736622E0,7.744261567E0
2.054784449E1,-1.021735311E0,-6.529414654E0,-3.848855257E0,7.647933417E0
2.055031808E1,-9.930213690E-1,-6.414559364E0,-3.906282902E0,7.575731607E0
2.055279162E1,-9.834501147E-1,-6.395416737E0,-3.940380573E0,7.575957261E0
2.055526527E1,-9.595218897E-1,-6.443273067E0,-4.021736622E0,7.655770081E0
2.055773881E1,-9.164510965E-1,-6.400202274E0,-3.997808456E0,7.601640890E0
2.056021240E1,-8.494520187E-1,-6.357131481E0,-3.940380573E0,7.527369292E0
2.056268600E1,-8.255237937E-1,-6.357131481E0,-3.896711588E0,7.501931178E0
2.056515959E1,-7.627122402E-1,-6.381059647E0,-3.891926050E0,7.513104588E0
2.056763313E1,-7.483552694E-1,-6.376274109E0,-3.891926050E0,7.507595854E0
2.057010673E1,-7.483552694E-1,-6.352345943E0,-3.867997885E0,7.474874061E0
2.057258032E1,-6.765705943E-1,-6.385845661E0,-3.848855257E0,7.486685473E0
2.057505386E1,-6.526423693E-1,-6.424130440E0,-3.877569199E0,7.531994215E0
2.057752740E1,-6.382854581E-1,-6.467201233E0,-3.926023722E0,7.592480647E0
2.058000100E1,-6.574280262E-1,-6.467201233E0,-4.026522160E0,7.646553740E0
2.058247459E1,-6.095715761E-1,-6.572485447E0,-4.088735580E0,7.764463993E0
2.058494818E1,-6.239284873E-1,-6.649055958E0,-4.213162422E0,7.896199686E0
2.058742173E1,-5.904290080E-1,-6.854838848E0,-4.007379532E0,7.962192711E0
2.058989532E1,-5.904290080E-1,-6.931408882E0,-3.686143398E0,7.872781507E0
2.059236886E1,-5.904290080E-1,-6.926623344E0,-3.786641836E0,7.916146396E0
2.059484251E1,-5.760720372E-1,-6.984051228E0,-3.978665829E0,8.058449747E0
2.059731605E1,-6.191428304E-1,-7.041478634E0,-4.241876125E0,8.243741399E0
2.059978964E1,-6.669993401E-1,-7.113263607E0,-4.337589264E0,8.358115092E0
2.060226324E1,-7.579265833E-1,-7.156334400E0,-4.366302967E0,8.417373483E0
2.060473683E1,-7.872386575E-1,-7.127620220E0,-4.323232174E0,8.373353637E0
2.060721037E1,-8.685946465E-1,-7.065407276E0,-4.275375843E0,8.303810886E0
2.060968397E1,-9.260223508E-1,-7.051050186E0,-4.313661098E0,8.317601709E0
2.061215756E1,-1.002592683E0,-7.065407276E0,-4.337589264E0,8.351039018E0
2.061463110E1,-1.002592683E0,-7.127620220E0,-4.265804768E0,8.366914151E0
2.061710464E1,-1.045663476E0,-7.132406235E0,-4.189234257E0,8.337524480E0
2.061957824E1,-1.031306505E0,-7.137191772E0,-4.050450325E0,8.270988293E0
2.062205183E1,-9.786644578E-1,-7.165905476E0,-3.954737663E0,8.243053766E0
2.062452542E1,-9.882357717E-1,-7.223333359E0,-3.891926050E0,8.264396114E0
2.062699897E1,-9.690931439E-1,-7.208976269E0,-3.829712629E0,8.220412349E0
2.062947256E1,-8.877372146E-1,-7.232904434E0,-3.824927092E0,8.230009184E0
2.063194615E1,-7.722834945E-1,-7.232904434E0,-3.872783422E0,8.240739032E0
2.063441969E1,-7.627122402E-1,-7.237690449E0,-3.891926050E0,8.253058910E0
2.063689324E1,-7.531409264E-1,-7.228118896E0,-3.867997885E0,8.232516728E0
2.063936683E1,-7.579265833E-1,-7.161119938E0,-3.930809498E0,8.204105971E0
2.064184042E1,-7.674978375E-1,-7.108478069E0,-3.988237143E0,8.186913270E0
2.064431402E1,-7.627122402E-1,-7.041478634E0,-4.036093712E0,8.151944784E0
2.064678756E1,-7.920243144E-1,-7.027122021E0,-4.069592953E0,8.159003200E0
2.064926115E1,-8.159525394E-1,-6.979265213E0,-4.160520554E0,8.166140627E0
2.065173469E1,-7.968099117E-1,-6.917052269E0,-4.174877167E0,8.118504634E0
2.065420834E1,-7.824530005E-1,-6.873981476E0,-4.256233215E0,8.122768937E0
2.065668188E1,-8.063812256E-1,-6.778268337E0,-4.256233215E0,8.044295713E0
2.065915548E1,-7.627122402E-1,-6.739983082E0,-4.270590305E0,8.015425345E0
2.066162907E1,-8.159525394E-1,-6.720840454E0,-4.332803726E0,8.037951423E0
2.066410266E1,-8.303094506E-1,-6.706483841E0,-4.294518471E0,8.006823851E0
2.066657620E1,-7.872386575E-1,-6.687341213E0,-4.337589264E0,8.009679009E0
2.066904980E1,-8.063812256E-1,-6.687341213E0,-4.428516388E0,8.061174888E0
2.067152339E1,-8.207381964E-1,-6.677769661E0,-4.418945312E0,8.049428334E0
2.067399693E1,-8.255237937E-1,-6.668198586E0,-4.457230568E0,8.063080444E0
2.067647048E1,-7.824530005E-1,-6.687341213E0,-4.495515347E0,8.095827532E0
2.067894407E1,-7.824530005E-1,-6.687341213E0,-4.500301361E0,8.098486126E0
2.068141766E1,-7.824530005E-1,-6.720840454E0,-4.529015064E0,8.142107010E0
2.068389126E1,-8.111668825E-1,-6.716054916E0,-4.591228485E0,8.175742434E0
2.068636480E1,-8.255237937E-1,-6.739983082E0,-4.552943230E0,8.175460448E0
2.068883839E1,-8.494520187E-1,-6.739983082E0,-4.538586140E0,8.169926855E0
2.069131193E1,-8.685946465E-1,-6.739983082E0,-4.552943230E0,8.179921800E0
2.069378558E1,-8.685946465E-1,-6.720840454E0,-4.543372154E0,8.158822440E0
2.069625912E1,-8.829515576E-1,-6.735197544E0,-4.538586140E0,8.169532028E0
2.069873272E1,-8.973084688E-1,-6.720840454E0,-4.514657974E0,8.145980329E0
2.070120631E1,-9.164510965E-1,-6.701697826E0,-4.490729809E0,8.119069564E0
2.070367990E1,-8.877372146E-1,-6.696912289E0,-4.490729809E0,8.111927378E0
2.070615344E1,-9.260223508E-1,-6.663413048E0,-4.485944271E0,8.085931415E0
2.070862704E1,-9.690931439E-1,-6.634698868E0,-4.442873478E0,8.043475327E0
2.071110063E1,-9.738788009E-1,-6.629913330E0,-4.366302967E0,7.998049280E0
2.071357417E1,-9.547362328E-1,-6.610770702E0,-4.361517429E0,7.977257978E0
2.071604772E1,-9.786644578E-1,-6.553342819E0,-4.337589264E0,7.919518095E0
2.071852131E1,-9.882357717E-1,-6.534200668E0,-4.313661098E0,7.891771689E0
2.072099490E1,-9.547362328E-1,-6.495915413E0,-4.213162422E0,7.801229129E0
2.072346850E1,-9.355936646E-1,-6.438487530E0,-4.227519512E0,7.758954724E0
2.072594204E1,-9.643075466E-1,-6.433701992E0,-4.241876125E0,7.766332689E0
2.072841563E1,-9.164510965E-1,-6.414559364E0,-4.170091629E0,7.705590091E0
2.073088923E1,-8.925228715E-1,-6.381059647E0,-4.141377926E0,7.659342688E0
2.073336277E1,-8.781659007E-1,-6.385845661E0,-4.136591911E0,7.659085637E0
2.073583631E1,-9.068797827E-1,-6.385845661E0,-4.136591911E0,7.662430971E0
2.073830990E1,-8.733802438E-1,-6.395416737E0,-4.189234257E0,7.695052433E0
2.074078350E1,-8.590233326E-1,-6.395416737E0,-4.241876125E0,7.722226970E0
2.074325709E1,-8.685946465E-1,-6.457630157E0,-4.294518471E0,7.803738387E0
2.074573063E1,-8.542376757E-1,-6.495915413E0,-4.356731892E0,7.868147929E0
2.074820423E1,-8.255237937E-1,-6.586842537E0,-4.490729809E0,8.014651481E0
2.075067777E1,-8.590233326E-1,-6.663413048E0,-4.557728767E0,8.118613555E0
2.075315141E1,-8.015955687E-1,-6.787839413E0,-4.658227444E0,8.271420813E0
2.075562495E1,-8.207381964E-1,-6.888338089E0,-4.725226402E0,8.393484221E0
2.075809855E1,-8.159525394E-1,-7.041478634E0,-4.840082169E0,8.583390664E0
2.076057214E1,-8.350951076E-1,-7.242475986E0,-4.921437740E0,8.796100937E0
2.076304574E1,-8.542376757E-1,-7.372286797E0,-5.032105923E0,8.966739911E0
2.076551928E1,-8.685946465E-1,-7.563712597E0,-5.075176716E0,9.149952109E0
2.076799287E1,-8.781659007E-1,-7.716853142E0,-5.175675392E0,9.333199533E0
2.077046647E1,-9.212366939E-1,-7.889136314E0,-5.247459888E0,9.519610502E0
2.077294001E1,-9.978070259E-1,-8.080561638E0,-5.276174068E0,9.702015669E0
2.077541355E1,-1.007378340E0,-8.267202377E0,-5.328815937E0,9.887250657E0
2.077788714E1,-1.074377418E0,-8.392227173E0,-5.405386448E0,1.004001825E1
2.078036074E1,-1.107876897E0,-8.521439552E0,-5.405386448E0,1.015187302E1
2.078283433E1,-1.227517962E0,-8.674580574E0,-5.462814331E0,1.032460599E1
2.078530787E1,-1.289731383E0,-8.794221878E0,-5.529813290E0,1.046807435E1
2.078778147E1,-1.347159147E0,-8.942576408E0,-5.539384365E0,1.060515392E1
2.079025501E1,-1.447657704E0,-9.057432175E0,-5.534598827E0,1.071282291E1
2.079272860E1,-1.505085468E0,-9.157930374E0,-5.544169903E0,1.081067948E1
2.079520214E1,-1.557727575E0,-9.263215065E0,-5.505885124E0,1.088799520E1
2.079767574E1,-1.629512191E0,-9.349356651E0,-5.462814331E0,1.095025663E1
2.080014933E1,-1.653440475E0,-9.397810936E0,-5.438885689E0,1.098335984E1
2.080262292E1,-1.667797327E0,-9.479166985E0,-5.467599869E0,1.106936326E1
2.080509647E1,-1.739582062E0,-9.507881165E0,-5.496313572E0,1.111914623E1
2.080757006E1,-1.753939033E0,-9.498309135E0,-5.548955917E0,1.113934874E1
2.081004360E1,-1.739582062E0,-9.498309135E0,-5.553741455E0,1.113948232E1
2.081251725E1,-1.768295884E0,-9.498309135E0,-5.577669621E0,1.115594663E1
2.081499079E1,-1.768295884E0,-9.440881729E0,-5.611168861E0,1.112395317E1
2.081746438E1,-1.720439434E0,-9.325428009E0,-5.625525951E0,1.102588144E1
2.081993798E1,-1.710868239E0,-9.224929810E0,-5.625525951E0,1.093951289E1
2.082241157E1,-1.720439434E0,-9.100502968E0,-5.635097504E0,1.084128175E1
2.082488511E1,-1.730010748E0,-8.904291153E0,-5.611168861E0,1.066604679E1
2.082735870E1,-1.710868239E0,-8.755936623E0,-5.687739372E0,1.058035328E1
2.082983230E1,-1.720439434E0,-8.626724243E0,-5.702096462E0,1.048304283E1
2.083230584E1,-1.701296926E0,-8.449654579E0,-5.726024628E0,1.034787088E1
2.083477938E1,-1.734796405E0,-8.271987915E0,-5.773880959E0,1.023586850E1
2.083725298E1,-1.773081541E0,-8.094919205E0,-5.764309883E0,1.009449372E1
2.083972657E1,-1.763510346E0,-7.922635555E0,-5.812166214E0,9.982955423E0
2.084220016E1,-1.725225091E0,-7.798209190E0,-5.821737289E0,9.883374589E0
2.084467370E1,-1.648654819E0,-7.668996811E0,-5.836094379E0,9.777094272E0
2.084714730E1,-1.643869162E0,-7.611568928E0,-5.864808083E0,9.748551749E0
2.084962084E1,-1.615155339E0,-7.592426300E0,-5.912664890E0,9.757728731E0
2.085209449E1,-1.543370605E0,-7.601997375E0,-6.018547058E0,9.818109065E0
2.085456803E1,-1.485942841E0,-7.645068169E0,-6.071189404E0,9.874939706E0
2.085704162E1,-1.442872047E0,-7.807780266E0,-6.190830231E0,1.006825165E1
2.085951522E1,-1.466800332E0,-7.999206066E0,-6.296114445E0,1.028493354E1
2.086198881E1,-1.438086390E0,-8.262416840E0,-6.482754707E0,1.060008175E1
2.086446235E1,-1.418943882E0,-8.487939835E0,-6.659823418E0,1.088171734E1
2.086693594E1,-1.471585870E0,-8.751151085E0,-6.803392887E0,1.118187663E1
2.086940954E1,-1.562513232E0,-9.057432175E0,-6.899106026E0,1.149244052E1
2.087188308E1,-1.596012712E0,-9.344570160E0,-6.985247612E0,1.177548013E1
2.087435662E1,-1.667797327E0,-9.656235695E0,-6.994818687E0,1.203959817E1
2.087683022E1,-1.777867198E0,-9.933803558E0,-7.052844524E0,1.231194058E1
2.087930381E1,-1.821536183E0,-1.018265629E1,-7.023532867E0,1.250337943E1
2.088177740E1,-1.917249203E0,-1.039322472E1,-7.033702374E0,1.269519333E1
2.088425094E1,-2.032104731E0,-1.063310528E1,-6.932605267E0,1.285509211E1
2.088672454E1,-2.137388945E0,-1.084367371E1,-6.856035233E0,1.300611049E1
2.088919813E1,-2.151745796E0,-1.102074242E1,-6.693323135E0,1.307238876E1
2.089167167E1,-2.261815548E0,-1.111645603E1,-6.521039963E0,1.308492898E1
2.089414522E1,-2.338385820E0,-1.123609734E1,-6.324828625E0,1.310425079E1
2.089661881E1,-2.462812662E0,-1.134616661E1,-6.133402824E0,1.313086338E1
2.089909240E1,-2.534597397E0,-1.144247818E1,-6.004190445E0,1.316832540E1
2.090156600E1,-2.659024239E0,-1.151426220E1,-5.941378593E0,1.322681456E1
2.090403954E1,-2.716451883E0,-1.168654537E1,-6.023332596E0,1.342516254E1
2.090651313E1,-2.850450039E0,-1.183968639E1,-6.085546017E0,1.361385727E1
2.090898667E1,-3.008974552E0,-1.200718403E1,-6.166902065E0,1.382957256E1
2.091146032E1,-3.099901676E0,-1.223210907E1,-6.300900459E0,1.410444006E1
2.091393386E1,-3.176471949E0,-1.241874981E1,-6.420541286E0,1.433661994E1
2.091640745E1,-3.253042459E0,-1.257727432E1,-6.430112839E0,1.449539464E1
2.091888105E1,-3.348755360E0,-1.267777252E1,-6.401398659E0,1.459170941E1
2.092135464E1,-3.420539856E0,-1.272562885E1,-6.353542328E0,1.462905406E1
2.092382818E1,-3.454039574E0,-1.269212914E1,-6.209972858E0,1.454593738E1
2.092630178E1,-3.477967739E0,-1.257248878E1,-5.994618893E0,1.435615511E1
2.092877537E1,-3.525824070E0,-1.228953743E1,-5.888736725E0,1.407627031E1
2.093124891E1,-3.568894863E0,-1.200718403E1,-5.548955917E0,1.370037921E1
2.093372245E1,-3.607180119E0,-1.158126163E1,-5.295316696E0,1.323547311E1
2.093619605E1,-3.693321705E0,-1.119781208E1,-5.290530682E0,1.292367345E1
2.093866964E1,-3.755535126E0,-1.088195896E1,-5.395814896E0,1.271361055E1
2.094114324E1,-3.812962770E0,-1.058046341E1,-5.520241737E0,1.252828639E1
2.094361678E1,-3.841676712E0,-1.030229759E1,-5.659025669E0,1.236609830E1
2.094609037E1,-3.860819340E0,-1.004865837E1,-5.764309883E0,1.221100854E1
2.094856391E1,-3.899104595E0,-9.785448074E0,-5.845665932E0,1.204698389E1
2.095103751E1,-3.952344894E0,-9.603593826E0,-5.840879917E0,1.191494535E1
2.095351105E1,-3.966701746E0,-9.412167549E0,-5.860022545E0,1.177554606E1
2.095598464E1,-3.995415688E0,-9.205786705E0,-5.888736725E0,1.163559520E1
2.095845824E1,-3.995415688E0,-9.081359863E0,-5.840879917E0,1.151305006E1
2.096093183E1,-3.985844374E0,-8.947361946E0,-5.797809124E0,1.138230345E1
2.096340537E1,-3.971487284E0,-8.846863747E0,-5.821737289E0,1.131071768E1
2.096587896E1,-4.019343853E0,-8.755936623E0,-5.850451469E0,1.127161628E1
2.096835251E1,-4.043272018E0,-8.669795036E0,-5.903093338E0,1.124099220E1
2.097082615E1,-4.081557274E0,-8.593224525E0,-5.922235966E0,1.120604731E1
2.097329969E1,-4.148556232E0,-8.507082939E0,-6.075974941E0,1.124715299E1
2.097577329E1,-4.253840446E0,-8.459226608E0,-6.171687603E0,1.130236264E1
2.097824688E1,-4.359124660E0,-8.449654579E0,-6.028118610E0,1.125774597E1
